Jun 18 2020 at 11:31:06
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	0.23	-65.72	73.75	0.00	0.0685	12.48	549.2	291.91	0.0297	193.2	3.477	4.52	-8.13	1.57
	1.25	-65.72	73.77	0.00	0.0685	12.49	549.5	291.98	0.0299	192.8	3.470	4.51	-8.15	1.57
	2.23	-65.26	73.75	0.00	0.0680	12.43	546.7	291.23	0.0351	212.3	3.822	4.98	-6.88	1.57
	3.25	-65.72	73.77	0.00	0.0682	12.42	546.6	290.42	0.0320	208.5	3.754	4.88	-7.14	1.57
	4.24	-65.26	73.75	0.00	0.0681	12.42	546.7	291.19	0.0323	207.6	3.737	4.87	-7.17	1.57
	5.25	-65.72	73.80	0.00	0.0682	12.40	545.4	289.69	0.0332	216.4	3.895	5.06	-6.66	1.57
	6.24	-65.72	73.75	0.00	0.0682	12.42	546.3	290.35	0.0322	211.8	3.812	4.95	-6.94	1.57
	7.25	-65.26	73.77	0.00	0.0682	12.40	545.4	290.43	0.0326	217.4	3.913	5.09	-6.57	1.57
	8.31	-65.72	73.75	0.00	0.0682	12.39	545.2	289.78	0.0326	217.9	3.923	5.10	-6.57	1.57
	9.23	-65.72	73.75	0.00	0.0677	12.35	543.6	288.91	0.0385	232.7	4.189	5.44	-5.71	1.57
	10.25	-65.72	73.69	0.00	0.0680	12.35	543.3	288.98	0.0342	232.3	4.181	5.44	-5.73	1.57
	11.23	-65.71	73.77	0.00	0.0680	12.37	544.2	289.17	0.0342	227.7	4.098	5.32	-5.99	1.57
	12.25	-65.26	73.75	0.00	0.0680	12.36	543.9	289.72	0.0346	231.6	4.169	5.43	-5.74	1.57
	13.23	-65.72	73.75	0.00	0.0679	12.31	541.5	287.79	0.0353	247.4	4.454	5.79	-4.90	1.57
	14.25	-65.72	73.75	0.00	0.0679	12.34	542.8	288.47	0.0356	241.0	4.338	5.64	-5.25	1.57
	15.23	-66.20	73.75	0.00	0.0677	12.31	541.6	287.18	0.0384	256.4	4.616	5.98	-4.46	1.57
	16.25	-65.26	73.80	0.00	0.0678	12.30	541.3	288.14	0.0368	253.3	4.559	5.93	-4.56	1.57
	17.23	-65.72	73.75	0.00	0.0676	12.30	541.1	287.61	0.0375	253.2	4.557	5.92	-4.60	1.57
	18.25	-65.72	73.75	0.00	0.0677	12.30	541.0	287.54	0.0376	255.0	4.590	5.96	-4.50	1.57
	19.23	-65.72	73.77	0.00	0.0676	12.27	539.8	286.77	0.0384	266.0	4.788	6.22	-3.94	1.57
	20.25	-65.72	73.75	0.00	0.0673	12.23	538.2	286.07	0.0406	276.1	4.969	6.46	-3.45	1.57
	21.23	-65.72	73.75	0.00	0.0674	12.25	538.9	286.43	0.0398	272.4	4.902	6.37	-3.63	1.57
	22.25	-65.72	73.75	0.00	0.0674	12.21	537.4	285.62	0.0404	280.7	5.053	6.57	-3.22	1.57
	23.23	-65.72	73.75	0.00	0.0674	12.22	537.6	285.72	0.0404	285.6	5.140	6.68	-2.99	1.57
	24.25	-65.72	73.75	0.00	0.0674	12.22	537.7	285.78	0.0405	283.5	5.102	6.63	-3.09	1.57
	25.23	-65.26	73.75	0.00	0.0674	12.23	538.1	286.65	0.0404	282.5	5.085	6.62	-3.11	1.57
	26.25	-65.26	73.75	0.00	0.0674	12.23	537.9	286.53	0.0408	285.3	5.136	6.69	-2.97	1.57
	27.31	-65.72	73.75	0.00	0.0674	12.22	537.7	285.78	0.0412	289.1	5.204	6.76	-2.83	1.57
	28.25	-65.72	73.75	0.00	0.0673	12.21	537.0	285.43	0.0418	294.2	5.295	6.88	-2.59	1.57
	29.25	-65.26	73.75	0.00	0.0672	12.20	536.7	285.87	0.0421	297.8	5.361	6.98	-2.39	1.57
	30.23	-65.72	73.75	0.00	0.0673	12.19	536.5	285.14	0.0427	301.6	5.429	7.05	-2.26	1.57
	31.25	-65.72	73.75	0.00	0.0673	12.18	536.0	284.88	0.0427	303.7	5.467	7.10	-2.16	1.58
	32.23	-65.72	73.75	0.00	0.0672	12.18	535.8	284.79	0.0431	305.5	5.499	7.14	-2.08	1.57
	33.25	-65.71	73.77	0.00	0.0672	12.16	535.0	284.26	0.0439	315.5	5.678	7.37	-1.65	1.57
	34.23	-65.72	73.77	0.00	0.0671	12.12	533.3	283.34	0.0443	325.4	5.858	7.61	-1.22	1.57
	35.25	-65.26	73.75	0.00	0.0670	12.14	534.0	284.43	0.0445	319.7	5.755	7.49	-1.43	1.57
	36.23	-65.72	73.77	0.00	0.0671	12.13	533.8	283.60	0.0448	321.4	5.785	7.51	-1.39	1.58
	37.25	-65.72	73.75	0.00	0.0670	12.13	533.5	283.56	0.0454	328.1	5.906	7.67	-1.11	1.58
	38.23	-65.72	73.77	0.00	0.0669	12.10	532.4	282.90	0.0461	334.3	6.017	7.82	-0.86	1.57
	39.25	-65.72	73.75	0.00	0.0669	12.11	532.9	283.23	0.0458	332.2	5.979	7.77	-0.94	1.57
	40.23	-65.26	73.77	0.00	0.0669	12.09	532.0	283.30	0.0468	341.7	6.151	8.01	-0.53	1.57
	41.25	-65.72	73.75	0.00	0.0669	12.08	531.6	282.55	0.0466	346.2	6.232	8.10	-0.38	1.57
	42.23	-65.72	73.77	0.00	0.0668	12.08	531.4	282.32	0.0478	348.7	6.277	8.15	-0.28	1.58
	43.25	-65.26	73.77	0.00	0.0668	12.09	531.9	283.22	0.0473	344.0	6.193	8.06	-0.43	1.57
	44.31	-65.72	73.75	0.00	0.0667	12.06	530.7	282.05	0.0481	354.0	6.372	8.28	-0.07	1.58
	45.25	-65.72	73.75	0.00	0.0667	12.07	530.9	282.15	0.0483	353.8	6.368	8.27	-0.08	1.57
	46.31	-65.72	73.75	0.00	0.0667	12.06	530.5	281.95	0.0486	357.0	6.426	8.35	0.05	1.58
	47.25	-65.72	73.77	0.00	0.0666	12.04	529.6	281.36	0.0493	367.2	6.610	8.58	0.44	1.58
	48.25	-65.72	73.75	0.00	0.0666	12.03	529.3	281.34	0.0493	365.9	6.585	8.56	0.38	1.58
	49.25	-65.72	73.75	0.00	0.0665	12.00	528.1	280.70	0.0499	377.0	6.786	8.82	0.80	1.58
	50.25	-65.72	73.72	0.00	0.0664	11.99	527.7	280.58	0.0508	380.9	6.856	8.91	0.94	1.58
	51.23	-65.26	73.72	0.00	0.0666	12.01	528.6	281.68	0.0499	373.1	6.715	8.75	0.68	1.58
	52.25	-65.26	73.75	0.00	0.0665	12.01	528.4	281.49	0.0504	374.4	6.740	8.78	0.73	1.58
	53.23	-65.26	73.75	0.00	0.0664	12.00	528.0	281.27	0.0506	377.8	6.800	8.85	0.86	1.58
	54.25	-65.72	73.75	0.00	0.0662	11.95	526.0	279.55	0.0529	391.9	7.055	9.17	1.34	1.58
	55.23	-65.26	73.75	0.00	0.0664	11.98	527.1	280.76	0.0515	385.7	6.943	9.04	1.15	1.58
	56.25	-65.72	73.75	0.00	0.0662	11.97	526.7	279.93	0.0525	391.2	7.042	9.15	1.31	1.58
	57.23	-65.72	73.75	0.00	0.0663	11.96	526.3	279.74	0.0520	392.2	7.059	9.17	1.35	1.58
	58.25	-65.72	73.75	0.00	0.0662	11.94	525.4	279.22	0.0532	400.9	7.217	9.38	1.65	1.58
	59.23	-65.72	73.72	0.00	0.0663	11.95	525.9	279.61	0.0526	398.9	7.180	9.33	1.58	1.58
	60.25	-65.72	73.75	0.00	0.0663	11.95	525.7	279.41	0.0528	400.6	7.211	9.37	1.64	1.58
	61.23	-65.72	73.75	0.00	0.0661	11.94	525.2	279.14	0.0542	409.1	7.363	9.57	1.94	1.58
	62.25	-65.72	73.75	0.00	0.0662	11.95	525.7	279.40	0.0536	409.0	7.361	9.56	1.93	1.58
	63.31	-65.72	73.75	0.00	0.0662	11.93	525.1	279.09	0.0539	412.8	7.430	9.65	2.06	1.58
	64.25	-65.72	73.72	0.00	0.0661	11.93	524.8	279.01	0.0543	415.2	7.474	9.71	2.15	1.58
	65.31	-65.72	73.75	0.00	0.0661	11.91	523.9	278.44	0.0551	425.2	7.653	9.94	2.48	1.58
	66.25	-65.72	73.72	0.00	0.0662	11.92	524.6	278.91	0.0548	420.2	7.563	9.83	2.31	1.58
	67.25	-65.26	73.72	0.00	0.0660	11.91	524.2	279.34	0.0554	422.7	7.608	9.91	2.43	1.58
	68.25	-65.72	73.75	0.00	0.0661	11.91	523.9	278.46	0.0555	430.3	7.746	10.06	2.65	1.58
	69.25	-65.72	73.75	0.00	0.0660	11.91	524.1	278.54	0.0559	428.9	7.720	10.03	2.60	1.58
	70.25	-65.72	73.77	0.00	0.0661	11.91	523.9	278.38	0.0563	432.3	7.781	10.11	2.71	1.58
	71.25	-65.72	73.77	0.00	0.0660	11.91	524.2	278.51	0.0561	433.6	7.806	10.14	2.75	1.58
	72.23	-65.72	73.75	0.00	0.0660	11.91	523.9	278.45	0.0565	439.1	7.903	10.27	2.93	1.58
