Jun 18 2020 at 10:49:41
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	0.59	-65.72	73.77	0.00	0.0667	12.04	529.7	281.45	0.0463	338.8	6.098	7.92	-0.67	1.57
	1.61	-65.72	73.75	0.00	0.0663	12.00	528.2	280.72	0.0481	346.7	6.241	8.11	-0.36	1.57
	2.59	-65.72	73.75	0.00	0.0665	12.06	530.6	281.99	0.0471	336.7	6.060	7.87	-0.76	1.57
	3.61	-65.72	73.77	0.00	0.0665	11.98	527.2	280.09	0.0477	352.4	6.343	8.24	-0.13	1.57
	4.69	-65.72	73.77	0.00	0.0666	12.01	528.6	280.86	0.0476	351.5	6.327	8.22	-0.17	1.57
	5.61	-65.72	73.77	0.00	0.0666	12.04	529.9	281.56	0.0467	341.9	6.154	7.99	-0.55	1.57
	6.67	-65.72	73.77	0.00	0.0661	12.00	527.9	280.49	0.0492	349.7	6.294	8.17	-0.24	1.57
	7.61	-65.72	73.75	0.00	0.0661	11.97	526.5	279.85	0.0495	358.2	6.448	8.38	0.09	1.57
	8.61	-65.72	73.77	0.00	0.0660	11.96	526.3	279.63	0.0499	357.1	6.427	8.35	0.05	1.57
	9.61	-65.72	73.77	0.00	0.0664	11.99	527.5	280.25	0.0491	353.9	6.370	8.27	-0.08	1.57
	10.61	-65.72	73.75	0.00	0.0666	11.98	527.2	280.21	0.0469	355.2	6.393	8.31	-0.03	1.57
	11.61	-65.71	73.77	0.00	0.0663	11.87	522.4	277.54	0.0493	385.5	6.939	9.01	1.11	1.57
	12.61	-65.72	73.77	0.00	0.0663	11.91	524.1	278.46	0.0493	371.3	6.683	8.68	0.59	1.57
	13.61	-65.72	73.77	0.00	0.0661	11.99	527.6	280.32	0.0500	355.5	6.399	8.31	-0.01	1.57
	14.61	-65.72	73.77	0.00	0.0664	11.98	527.2	280.12	0.0485	358.9	6.459	8.39	0.12	1.57
	15.61	-66.19	73.77	0.00	0.0663	11.97	526.5	279.09	0.0490	362.5	6.525	8.46	0.23	1.57
	16.61	-65.72	73.75	0.00	0.0664	11.97	526.5	279.82	0.0489	365.6	6.582	8.55	0.38	1.57
	17.59	-65.72	73.77	0.00	0.0663	11.96	526.0	279.49	0.0494	369.9	6.658	8.65	0.53	1.57
	18.61	-65.72	73.77	0.00	0.0665	12.06	530.5	281.88	0.0507	378.8	6.819	8.86	0.87	1.57
	19.59	-65.72	73.77	0.00	0.0662	11.87	522.3	277.51	0.0498	384.0	6.912	8.98	1.05	1.57
	20.61	-65.72	73.75	0.00	0.0653	11.86	521.6	277.25	0.0540	387.8	6.980	9.07	1.19	1.57
	21.59	-65.72	73.75	0.00	0.0657	11.86	521.9	277.41	0.0524	389.0	7.001	9.10	1.23	1.57
	22.61	-65.72	73.75	0.00	0.0661	11.91	524.2	278.60	0.0506	378.5	6.814	8.85	0.85	1.57
	23.67	-65.72	73.77	0.00	0.0660	11.90	523.6	278.21	0.0509	382.6	6.887	8.94	1.00	1.57
	24.61	-65.72	73.75	0.00	0.0658	11.87	522.3	277.62	0.0520	387.8	6.980	9.07	1.19	1.57
	25.61	-65.72	73.77	0.00	0.0659	11.86	521.9	277.28	0.0516	389.6	7.013	9.11	1.26	1.57
	26.61	-65.72	73.75	0.00	0.0659	11.89	523.2	278.09	0.0517	387.6	6.976	9.06	1.18	1.57
	27.61	-66.19	73.77	0.00	0.0658	11.85	521.2	276.30	0.0523	396.8	7.142	9.25	1.48	1.57
	28.61	-65.72	73.75	0.00	0.0656	11.78	518.3	275.49	0.0530	409.7	7.375	9.58	1.96	1.57
	29.61	-65.72	73.75	0.00	0.0654	11.75	517.1	274.81	0.0541	413.4	7.441	9.67	2.08	1.57
	30.61	-65.72	73.75	0.00	0.0658	11.87	522.3	277.62	0.0522	391.5	7.048	9.16	1.32	1.57
	31.61	-65.72	73.77	250.00	0.0656	11.79	518.7	275.60	0.0537	407.7	7.339	9.53	1.89	1.57
	32.61	-65.72	73.75	0.00	0.0656	11.82	520.0	276.40	0.0534	403.1	7.255	9.43	1.73	1.57
	33.61	-65.72	73.75	0.00	0.0656	11.78	518.1	275.39	0.0536	411.7	7.411	9.63	2.03	1.57
	34.61	-65.26	73.72	0.00	0.0649	11.68	513.9	273.85	0.0566	430.8	7.754	10.10	2.69	1.57
	35.61	-65.72	73.77	0.00	0.0654	11.81	519.7	276.12	0.0546	405.5	7.300	9.48	1.81	1.57
	36.61	-65.72	73.77	0.00	0.0656	11.79	518.6	275.53	0.0539	410.7	7.393	9.60	1.99	1.57
	37.61	-65.72	73.77	0.00	0.0654	11.76	517.4	274.91	0.0548	420.6	7.570	9.83	2.32	1.57
	38.59	-65.72	73.77	0.00	0.0647	11.69	514.2	273.19	0.0576	431.9	7.773	10.10	2.70	1.57
	39.61	-65.72	73.77	0.00	0.0651	11.60	510.4	271.18	0.0557	450.7	8.112	10.54	3.30	1.57
	40.69	-65.72	73.77	0.00	0.0651	11.71	515.3	273.77	0.0563	428.2	7.708	10.01	2.58	1.57
	41.61	-65.72	73.75	0.00	0.0654	11.77	517.8	275.20	0.0544	415.5	7.478	9.72	2.15	1.57
	42.67	-66.20	73.75	0.00	0.0651	11.63	511.8	271.37	0.0563	443.8	7.989	10.36	3.05	1.57
	43.61	-65.72	73.75	0.00	0.0654	11.75	517.1	274.86	0.0546	417.3	7.511	9.76	2.21	1.57
	44.61	-65.72	73.75	0.00	0.0653	11.75	516.9	274.71	0.0549	418.2	7.528	9.78	2.25	1.57
	45.61	-65.72	73.75	0.00	0.0652	11.71	515.1	273.77	0.0555	426.8	7.682	9.98	2.53	1.57
	46.61	-65.26	73.77	0.00	0.0650	11.63	511.8	272.55	0.0567	443.4	7.982	10.39	3.10	1.57
	47.61	-65.72	73.77	0.00	0.0653	11.73	515.9	274.13	0.0556	426.9	7.684	9.98	2.53	1.57
	48.61	-65.72	73.77	0.00	0.0654	11.74	516.6	274.47	0.0554	426.6	7.679	9.97	2.52	1.57
	49.61	-66.19	73.75	0.00	0.0652	11.72	515.8	273.54	0.0574	440.2	7.923	10.27	2.93	1.57
	50.61	-65.72	73.75	0.00	0.0651	11.68	514.0	273.17	0.0558	432.9	7.792	10.12	2.73	1.57
	51.61	-65.72	73.75	0.00	0.0651	11.73	516.0	274.23	0.0561	424.3	7.637	9.92	2.45	1.57
	52.61	-65.72	73.77	0.00	0.0651	11.67	513.7	272.93	0.0564	437.5	7.875	10.23	2.88	1.57
	53.61	-65.72	73.75	0.00	0.0651	11.66	513.2	272.74	0.0559	439.0	7.903	10.27	2.93	1.57
	54.61	-65.72	73.77	0.00	0.0651	11.70	514.7	273.45	0.0560	432.3	7.781	10.11	2.71	1.57
	55.61	-65.72	73.77	0.00	0.0652	11.69	514.3	273.25	0.0558	434.5	7.821	10.16	2.78	1.57
	56.61	-65.72	73.77	0.00	0.0652	11.71	515.2	273.76	0.0560	430.1	7.742	10.05	2.64	1.57
	57.61	-65.72	73.75	0.00	0.0651	11.69	514.2	273.28	0.0564	436.8	7.863	10.22	2.86	1.57
	58.61	-65.72	73.72	0.00	0.0652	11.67	513.4	272.98	0.0563	442.3	7.961	10.35	3.03	1.57
	59.69	-65.72	73.75	0.00	0.0649	11.66	513.0	272.65	0.0575	446.2	8.032	10.44	3.16	1.57
	60.61	-65.72	73.75	0.00	0.0650	11.67	513.5	272.95	0.0570	441.5	7.947	10.32	3.01	1.57
