Jun 18 2020 at 11:09:21
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	0.64	-65.72	73.75	0.00	0.0668	12.13	533.5	283.58	0.0391	265.7	4.782	6.21	-3.96	1.55
	1.64	-65.72	73.75	0.00	0.0667	12.06	530.8	282.12	0.0399	277.3	4.991	6.48	-3.39	1.55
	2.64	-66.20	73.75	0.00	0.0666	12.05	530.1	281.08	0.0404	280.7	5.053	6.55	-3.25	1.55
	3.64	-65.72	73.75	0.00	0.0665	12.01	528.3	280.77	0.0414	289.7	5.215	6.78	-2.80	1.56
	4.64	-65.72	73.72	0.00	0.0665	12.01	528.6	281.06	0.0415	289.0	5.203	6.76	-2.83	1.56
	5.62	-65.72	73.75	0.00	0.0666	12.03	529.2	281.28	0.0407	284.6	5.123	6.66	-3.04	1.55
	6.64	-66.19	73.80	0.00	0.0664	12.00	527.9	279.72	0.0416	291.5	5.246	6.80	-2.75	1.55
	7.62	-65.72	73.75	0.00	0.0664	12.00	528.1	280.70	0.0421	290.2	5.224	6.79	-2.77	1.55
	8.64	-65.72	73.75	0.00	0.0663	11.98	527.1	280.15	0.0421	295.2	5.314	6.90	-2.54	1.56
	9.62	-65.72	73.75	0.00	0.0662	11.94	525.4	279.24	0.0431	304.7	5.485	7.13	-2.12	1.56
	10.64	-65.72	73.75	0.00	0.0662	11.92	524.7	278.87	0.0430	307.7	5.538	7.19	-1.99	1.55
	11.72	-65.72	73.75	0.00	0.0660	11.91	524.1	278.57	0.0439	310.6	5.591	7.26	-1.86	1.55
	12.64	-65.72	73.75	0.00	0.0659	11.90	523.5	278.21	0.0442	313.9	5.651	7.34	-1.71	1.55
	13.70	-65.26	73.75	0.00	0.0659	11.86	522.0	278.07	0.0449	320.6	5.770	7.51	-1.40	1.55
