Jun 12 2020 at 11:16:59
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	0.69	-65.26	76.58	0.00	0.0704	12.80	563.3	288.92	0.0178	117.4	2.114	2.65	-14.33	1.78
	1.67	-65.26	76.56	0.00	0.0722	13.22	581.9	298.56	0.0167	100.5	1.809	2.27	-16.21	1.78
	2.69	-65.72	76.58	0.00	0.0711	13.01	572.3	292.88	0.0161	94.5	1.702	2.13	-16.96	1.78
	3.75	-65.72	76.58	0.00	0.0718	13.35	587.4	300.60	0.0158	88.6	1.594	1.99	-17.74	1.78
	4.69	-65.72	76.58	0.00	0.0701	12.73	560.1	286.65	0.0182	105.3	1.896	2.37	-15.67	1.78
	5.76	-65.26	76.58	0.00	0.0706	12.85	565.4	289.99	0.0158	90.9	1.636	2.05	-17.40	1.78
	6.69	-65.72	76.56	0.00	0.0704	12.81	563.5	288.50	0.0176	102.7	1.849	2.31	-15.97	1.78
	7.75	-65.71	76.58	0.00	0.0703	12.76	561.4	287.32	0.0156	92.1	1.659	2.07	-17.27	1.78
	8.69	-65.26	76.56	0.00	0.0700	12.70	559.0	286.81	0.0172	100.5	1.809	2.27	-16.21	1.78
	9.77	-65.72	76.58	0.00	0.0701	12.72	559.8	286.52	0.0168	96.3	1.734	2.17	-16.74	1.78
	10.69	-65.71	76.56	0.00	0.0708	12.72	559.8	286.60	0.0184	111.6	2.008	2.51	-14.98	1.78
	11.75	-65.72	76.56	0.00	0.0704	12.76	561.5	287.50	0.0176	107.3	1.932	2.42	-15.44	1.78
	12.69	-65.26	76.58	0.00	0.0706	12.78	562.3	288.41	0.0153	87.9	1.582	1.98	-17.80	1.78
	13.69	-65.26	76.56	0.00	0.0701	12.70	558.6	286.61	0.0174	100.6	1.811	2.27	-16.19	1.78
	14.69	-65.26	76.56	0.00	0.0704	12.76	561.3	288.00	0.0167	95.9	1.727	2.17	-16.76	1.78
	15.69	-65.26	76.56	0.00	0.0703	12.77	561.7	288.23	0.0167	100.1	1.801	2.26	-16.26	1.78
	16.69	-65.72	76.58	0.00	0.0713	13.31	585.7	299.76	0.0187	119.9	2.158	2.70	-14.10	1.78
	17.69	-65.72	76.58	0.00	0.0710	12.84	565.1	289.23	0.0166	94.3	1.697	2.12	-17.00	1.78
	18.69	-65.72	76.58	0.00	0.0704	12.81	563.6	288.43	0.0168	97.5	1.755	2.20	-16.60	1.78
	19.69	-65.72	76.58	0.00	0.0705	12.81	563.6	288.43	0.0164	98.5	1.773	2.22	-16.47	1.78
	20.69	-65.72	76.58	0.00	0.0704	12.82	563.9	288.61	0.0170	92.8	1.671	2.09	-17.18	1.78
	21.69	-65.72	76.58	0.00	0.0704	12.76	561.5	287.37	0.0172	99.9	1.799	2.25	-16.30	1.78
	22.69	-65.72	76.58	0.00	0.0704	12.80	563.0	288.16	0.0175	99.8	1.796	2.25	-16.32	1.78
	23.69	-65.71	76.56	0.00	0.0704	12.78	562.5	287.97	0.0161	96.2	1.731	2.17	-16.76	1.78
	24.69	-65.72	76.56	0.00	0.0705	12.82	564.2	288.86	0.0158	98.6	1.776	2.22	-16.46	1.78
	25.69	-65.26	76.58	0.00	0.0697	12.63	555.8	285.11	0.0196	116.9	2.104	2.64	-14.38	1.78
	26.69	-65.72	76.56	0.00	0.0706	12.81	563.6	288.54	0.0153	91.6	1.650	2.06	-17.33	1.78
	27.69	-65.72	76.58	0.00	0.0706	12.87	566.4	289.90	0.0163	92.0	1.657	2.07	-17.28	1.78
	28.69	-65.26	76.58	0.00	0.0705	12.69	558.2	286.31	0.0167	100.0	1.800	2.26	-16.27	1.78
	29.69	-65.72	76.56	0.00	0.0707	12.88	566.7	290.15	0.0148	87.3	1.572	1.97	-17.90	1.78
	30.69	-65.72	76.58	0.00	0.0711	12.87	566.1	289.73	0.0165	93.6	1.684	2.11	-17.09	1.78
	31.69	-65.72	76.58	0.00	0.0705	12.81	563.6	288.44	0.0174	101.2	1.822	2.28	-16.15	1.78
	32.77	-66.20	76.56	0.00	0.0699	12.69	558.2	285.11	0.0191	114.6	2.062	2.58	-14.68	1.78
	33.69	-65.72	76.58	0.00	0.0708	12.92	568.5	290.94	0.0182	108.4	1.951	2.44	-15.32	1.78
	34.77	-65.72	76.56	0.00	0.0706	12.86	565.9	289.75	0.0190	109.9	1.978	2.48	-15.16	1.78
	35.69	-65.72	76.53	0.00	0.0699	12.69	558.5	286.01	0.0198	119.1	2.143	2.68	-14.19	1.78
	36.77	-65.72	76.56	0.00	0.0699	12.64	556.2	284.74	0.0189	119.5	2.151	2.69	-14.14	1.78
	37.69	-65.72	76.56	0.00	0.0701	12.68	558.0	285.66	0.0172	105.7	1.903	2.38	-15.62	1.78
	38.77	-65.72	76.56	0.00	0.0703	12.76	561.3	287.36	0.0155	90.2	1.624	2.03	-17.52	1.78
	39.69	-65.72	76.56	0.00	0.0698	12.73	560.3	286.87	0.0179	103.7	1.866	2.34	-15.86	1.78
	40.69	-65.72	76.56	0.00	0.0698	12.64	556.2	284.75	0.0172	111.7	2.011	2.52	-14.96	1.78
	41.69	-65.72	76.56	0.00	0.0700	12.72	559.5	286.43	0.0168	98.0	1.765	2.21	-16.53	1.78
	42.69	-65.26	76.56	0.00	0.0700	12.72	559.7	287.17	0.0171	92.5	1.666	2.09	-17.19	1.78
	43.69	-65.72	76.58	0.00	0.0699	12.68	558.1	285.62	0.0177	100.3	1.806	2.26	-16.26	1.78
	44.69	-65.72	76.58	0.00	0.0698	12.69	558.5	285.83	0.0178	101.3	1.824	2.28	-16.14	1.78
	45.69	-65.72	76.56	0.00	0.0698	12.58	553.4	283.32	0.0195	122.6	2.207	2.76	-13.83	1.78
	46.69	-65.72	76.56	0.00	0.0699	12.68	557.7	285.53	0.0181	108.5	1.953	2.44	-15.32	1.78
	47.69	-65.72	76.56	0.00	0.0698	12.67	557.4	285.38	0.0223	110.7	1.992	2.49	-15.07	1.78
	48.69	-65.72	76.56	0.00	0.0707	12.83	564.7	289.09	0.0165	94.5	1.700	2.13	-16.98	1.78
	49.69	-65.72	76.56	0.00	0.0706	12.85	565.5	289.50	0.0177	103.5	1.863	2.33	-15.88	1.78
	50.69	-65.72	76.56	0.00	0.0699	12.70	558.8	286.09	0.0193	110.7	1.993	2.49	-15.07	1.78
	51.69	-65.72	76.56	0.00	0.0700	12.82	563.9	288.72	0.0190	102.8	1.851	2.32	-15.96	1.78
	52.69	-65.25	76.56	0.00	0.0701	12.72	559.5	287.11	0.0190	108.1	1.945	2.44	-15.33	1.78
	53.69	-65.26	76.56	0.00	0.0701	12.75	560.9	287.81	0.0189	107.0	1.926	2.42	-15.46	1.78
	54.69	-65.71	76.58	0.00	0.0699	12.72	559.6	286.39	0.0189	107.4	1.933	2.42	-15.44	1.78
	55.69	-65.72	76.56	0.00	0.0698	12.63	555.6	284.48	0.0199	123.1	2.216	2.77	-13.78	1.78
	56.69	-65.72	76.58	0.00	0.0695	12.68	557.7	285.44	0.0232	113.8	2.048	2.56	-14.74	1.78
	57.69	-65.72	76.58	0.00	0.0699	12.69	558.6	285.87	0.0189	109.1	1.963	2.46	-15.25	1.78
	58.69	-65.72	76.58	0.00	0.0701	12.69	558.4	285.81	0.0191	115.4	2.078	2.60	-14.56	1.78
	59.69	-65.72	76.56	0.00	0.0710	12.90	567.4	290.51	0.0182	107.5	1.935	2.42	-15.42	1.78
	60.69	-65.72	76.56	0.00	0.0698	12.71	559.1	286.25	0.0191	113.3	2.039	2.55	-14.79	1.78
	61.77	-65.72	76.58	0.00	0.0702	12.72	559.8	286.51	0.0197	117.1	2.108	2.64	-14.39	1.78
	62.69	-65.72	76.56	0.00	0.0707	12.73	560.0	286.69	0.0212	118.6	2.135	2.67	-14.23	1.78
	63.77	-65.72	76.56	0.00	0.0698	12.65	556.4	284.87	0.0199	122.4	2.204	2.76	-13.84	1.78
	64.69	-65.72	76.56	0.00	0.0698	12.69	558.4	285.90	0.0198	119.6	2.154	2.70	-14.13	1.78
	65.67	-65.72	76.56	0.00	0.0696	12.59	554.0	283.63	0.0204	122.4	2.203	2.76	-13.85	1.78
