Jun 12 2020 at 11:24:28
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	0.33	-65.26	76.56	0.00	0.0695	12.59	553.9	284.21	0.0258	163.4	2.941	3.69	-10.23	1.81
	1.33	-66.20	76.56	0.00	0.0696	12.60	554.4	283.16	0.0258	161.9	2.913	3.64	-10.41	1.81
	2.33	-65.72	76.58	0.00	0.0696	12.60	554.3	283.66	0.0261	163.6	2.945	3.68	-10.24	1.80
	3.33	-65.72	76.58	0.00	0.0696	12.59	554.0	283.54	0.0261	163.8	2.949	3.69	-10.23	1.81
	4.33	-65.72	76.56	0.00	0.0696	12.59	554.0	283.63	0.0262	164.6	2.963	3.71	-10.17	1.81
	5.33	-65.72	76.56	0.00	0.0695	12.59	554.1	283.67	0.0265	166.2	2.991	3.74	-10.05	1.81
	6.33	-65.72	76.58	0.00	0.0696	12.59	554.0	283.53	0.0263	164.9	2.968	3.71	-10.15	1.81
	7.33	-65.72	76.58	0.00	0.0696	12.61	555.0	284.04	0.0263	158.8	2.859	3.58	-10.62	1.81
	8.33	-65.72	76.53	0.00	0.0695	12.59	554.1	283.81	0.0267	166.6	2.998	3.75	-10.02	1.81
	9.33	-65.72	76.58	0.00	0.0695	12.59	553.8	283.46	0.0268	169.3	3.047	3.81	-9.81	1.81
	10.33	-65.72	76.58	0.00	0.0696	12.59	554.0	283.54	0.0269	168.2	3.027	3.79	-9.89	1.81
	11.33	-65.26	76.56	0.00	0.0695	12.59	554.2	284.35	0.0269	168.1	3.026	3.80	-9.87	1.81
	12.33	-65.26	76.56	0.00	0.0695	12.59	553.9	284.20	0.0270	169.9	3.059	3.84	-9.74	1.81
	13.33	-65.27	76.56	0.00	0.0696	12.59	553.9	284.21	0.0270	170.5	3.069	3.85	-9.69	1.81
	14.33	-65.26	76.58	0.00	0.0695	12.59	554.0	284.15	0.0271	171.4	3.086	3.87	-9.62	1.81
	15.33	-65.72	76.58	0.00	0.0695	12.59	553.9	283.47	0.0272	171.8	3.093	3.87	-9.62	1.81
	16.33	-65.72	76.58	0.00	0.0695	12.59	553.8	283.43	0.0274	173.1	3.115	3.90	-9.53	1.81
	17.33	-65.72	76.56	0.00	0.0695	12.58	553.7	283.47	0.0274	172.7	3.109	3.89	-9.56	1.81
	18.41	-66.19	76.58	0.00	0.0695	12.58	553.7	282.75	0.0278	174.6	3.143	3.92	-9.45	1.81
	19.33	-65.73	76.56	0.00	0.0695	12.58	553.6	283.44	0.0277	176.1	3.171	3.97	-9.31	1.81
	20.33	-65.72	76.56	0.00	0.0695	12.59	553.8	283.53	0.0278	176.4	3.176	3.97	-9.29	1.81
	21.33	-65.72	76.50	0.00	0.0696	12.59	554.1	283.89	0.0280	178.2	3.207	4.02	-9.16	1.81
	22.31	-65.72	76.56	0.00	0.0696	12.60	554.4	283.82	0.0280	177.3	3.192	4.00	-9.22	1.81
	23.33	-65.26	76.56	0.00	0.0695	12.59	553.8	284.15	0.0284	179.5	3.231	4.05	-9.04	1.81
	24.41	-65.26	76.56	0.00	0.0695	12.59	553.9	284.23	0.0282	179.8	3.237	4.06	-9.01	1.81
	25.33	-65.72	76.56	0.00	0.0695	12.59	554.0	283.64	0.0283	179.6	3.232	4.04	-9.06	1.81
	26.41	-65.72	76.50	0.00	0.0695	12.59	554.1	283.87	0.0284	181.2	3.262	4.09	-8.94	1.81
	27.33	-65.27	76.58	0.00	0.0696	12.58	553.7	284.01	0.0285	181.5	3.268	4.10	-8.89	1.81
	28.33	-65.26	76.58	0.00	0.0695	12.59	553.9	284.10	0.0285	181.8	3.273	4.10	-8.87	1.81
	29.33	-65.26	76.56	0.00	0.0696	12.59	554.0	284.26	0.0285	182.8	3.291	4.13	-8.80	1.81
	30.33	-65.72	76.58	0.00	0.0695	12.59	554.1	283.60	0.0287	183.2	3.297	4.12	-8.81	1.81
	31.33	-66.69	76.56	0.00	0.0696	12.59	554.1	282.38	0.0288	183.8	3.309	4.12	-8.82	1.81
	32.33	-65.72	76.56	0.00	0.0696	12.60	554.2	283.74	0.0288	184.2	3.316	4.15	-8.73	1.81
	33.33	-65.26	76.56	0.00	0.0696	12.59	554.1	284.33	0.0290	185.0	3.331	4.18	-8.65	1.81
	34.33	-65.72	76.58	0.00	0.0696	12.60	554.5	283.78	0.0290	185.6	3.341	4.18	-8.64	1.81
	35.33	-65.72	76.58	0.00	0.0696	12.60	554.2	283.65	0.0291	186.9	3.364	4.21	-8.55	1.81
	36.33	-65.72	76.56	0.00	0.0696	12.59	554.1	283.71	0.0293	188.1	3.386	4.24	-8.47	1.81
	37.33	-65.26	76.56	0.00	0.0696	12.61	554.6	284.58	0.0293	188.5	3.393	4.26	-8.41	1.81
	38.33	-65.26	76.58	0.00	0.0696	12.60	554.3	284.33	0.0295	189.1	3.404	4.27	-8.37	1.81
	39.33	-65.26	76.56	0.00	0.0696	12.60	554.4	284.49	0.0295	189.7	3.414	4.28	-8.33	1.81
	40.33	-65.72	76.56	0.00	0.0696	12.60	554.5	283.90	0.0297	190.3	3.426	4.29	-8.32	1.81
	41.33	-65.72	76.56	0.00	0.0696	12.60	554.6	283.92	0.0298	191.9	3.454	4.32	-8.21	1.81
	42.33	-65.72	76.61	0.00	0.0696	12.59	554.1	283.51	0.0298	191.5	3.447	4.31	-8.24	1.81
	43.33	-65.72	76.56	0.00	0.0696	12.60	554.4	283.83	0.0301	193.2	3.477	4.35	-8.13	1.81
	44.33	-65.72	76.56	0.00	0.0696	12.60	554.6	283.93	0.0302	194.5	3.501	4.38	-8.04	1.81
	45.33	-65.72	76.58	0.00	0.0696	12.61	554.7	283.89	0.0303	194.7	3.505	4.39	-8.02	1.81
	46.33	-65.72	76.58	0.00	0.0697	12.61	555.0	284.04	0.0304	196.6	3.538	4.43	-7.90	1.81
	47.41	-65.26	76.58	0.00	0.0696	12.62	555.1	284.71	0.0306	198.5	3.573	4.48	-7.75	1.81
	48.33	-65.72	76.56	0.00	0.0696	12.61	554.7	283.99	0.0307	198.4	3.571	4.47	-7.78	1.81
