Jun 23 2020 at 20:56:34
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	0.48	-65.72	74.06	0.00	0.0790	15.01	660.3	349.48	0.0382	263.7	4.747	6.14	-4.06	1.37
	1.50	-65.72	74.06	0.00	0.0788	14.96	658.3	348.39	0.0383	264.0	4.752	6.15	-4.04	1.37
	2.48	-65.72	74.06	0.00	0.0788	14.96	658.3	348.40	0.0383	264.3	4.758	6.16	-4.03	1.37
	3.50	-65.72	74.06	0.00	0.0788	14.98	659.0	348.76	0.0383	263.4	4.741	6.13	-4.07	1.37
	4.48	-65.27	74.03	0.00	0.0787	14.96	658.4	349.36	0.0384	263.6	4.745	6.15	-4.03	1.37
	5.50	-65.72	74.06	0.00	0.0786	14.93	657.0	347.71	0.0383	262.8	4.731	6.12	-4.10	1.37
	6.48	-65.72	74.06	0.00	0.0787	14.93	657.1	347.75	0.0383	263.6	4.745	6.14	-4.06	1.37
	7.50	-65.72	74.08	0.00	0.0785	14.94	657.2	347.69	0.0383	263.7	4.746	6.14	-4.06	1.37
	8.48	-65.72	74.08	0.00	0.0786	14.92	656.7	347.42	0.0382	263.0	4.734	6.12	-4.09	1.37
	9.50	-65.72	74.06	0.00	0.0786	14.94	657.1	347.80	0.0383	263.8	4.748	6.14	-4.05	1.37
	10.48	-65.73	74.03	0.00	0.0786	14.93	656.9	347.75	0.0384	264.0	4.752	6.15	-4.04	1.37
	11.48	-66.19	74.06	0.00	0.0787	14.96	658.1	347.52	0.0384	264.5	4.760	6.14	-4.05	1.37
	12.56	-65.72	74.06	0.00	0.0788	14.97	658.8	348.70	0.0384	265.5	4.778	6.18	-3.97	1.37
	13.48	-65.72	74.06	0.00	0.0787	14.96	658.4	348.49	0.0385	265.0	4.771	6.17	-3.99	1.37
