Jun 17 2020 at 20:34:16
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	0.02	-65.72	75.67	0.00	0.0788	15.15	666.8	345.36	0.0176	103.6	1.865	2.36	-15.87	1.43
	1.00	-65.72	75.67	0.00	0.0808	15.34	674.8	349.52	0.0175	103.5	1.863	2.36	-15.88	1.43
	2.02	-65.72	75.67	0.00	0.0801	15.03	661.4	342.59	0.0175	103.4	1.861	2.36	-15.89	1.43
	3.00	-65.72	75.65	0.00	0.0771	14.70	646.7	335.06	0.0173	103.1	1.855	2.35	-15.93	1.43
	4.02	-65.72	75.70	0.00	0.0749	13.93	612.8	317.30	0.0171	100.6	1.811	2.29	-16.22	1.43
	5.00	-65.72	75.67	0.00	0.0752	14.03	617.3	319.74	0.0171	100.7	1.813	2.30	-16.20	1.43
	6.02	-65.72	75.67	0.00	0.0787	14.87	654.4	338.94	0.0173	102.0	1.836	2.32	-16.06	1.43
	7.00	-65.72	75.67	0.00	0.0759	14.15	622.4	322.39	0.0173	101.8	1.832	2.32	-16.08	1.43
	8.02	-65.72	75.67	0.00	0.0750	13.97	614.5	318.31	0.0171	101.3	1.823	2.31	-16.14	1.43
	9.08	-65.26	75.67	0.00	0.0762	14.07	619.0	321.35	0.0173	100.5	1.809	2.30	-16.21	1.43
	10.02	-65.72	75.67	0.00	0.0738	13.72	603.7	312.67	0.0169	99.2	1.786	2.26	-16.38	1.43
	11.08	-65.72	75.70	0.00	0.0794	14.38	632.5	327.51	0.0172	100.3	1.806	2.29	-16.26	1.43
	12.02	-65.72	75.67	0.00	0.0817	15.35	675.4	349.85	0.0175	102.3	1.841	2.33	-16.02	1.43
	13.02	-65.72	75.67	0.00	0.0810	14.82	651.9	337.65	0.0171	99.7	1.795	2.27	-16.33	1.43
	14.00	-65.72	75.67	0.00	0.0816	15.72	691.8	358.33	0.0173	102.5	1.845	2.34	-16.00	1.43
	15.02	-65.72	75.65	0.00	0.0791	14.31	629.7	326.29	0.0171	99.9	1.799	2.28	-16.30	1.43
	16.00	-65.72	75.65	0.00	0.0754	14.57	641.2	332.24	0.0168	100.0	1.800	2.28	-16.30	1.43
	17.02	-65.72	75.70	0.00	0.0746	13.74	604.6	313.07	0.0166	97.6	1.757	2.22	-16.58	1.43
	18.00	-65.72	75.70	0.00	0.0759	14.13	621.8	321.95	0.0168	98.4	1.772	2.24	-16.48	1.43
	19.02	-65.72	75.67	0.00	0.0766	14.32	630.2	326.41	0.0169	99.5	1.792	2.27	-16.35	1.43
	20.00	-65.72	75.65	0.00	0.0817	15.27	671.9	348.14	0.0174	101.3	1.824	2.31	-16.14	1.43
	21.02	-65.72	75.67	0.00	0.0797	14.86	653.8	338.63	0.0169	99.0	1.783	2.26	-16.41	1.43
	22.00	-65.72	75.67	0.00	0.0878	16.68	733.9	380.16	0.0176	102.9	1.852	2.35	-15.95	1.43
	23.02	-65.72	75.67	0.00	0.0862	16.50	726.0	376.02	0.0175	102.6	1.846	2.34	-15.99	1.43
	24.00	-65.72	75.67	0.00	0.0831	15.96	702.2	363.72	0.0176	103.6	1.866	2.36	-15.86	1.43
	25.02	-65.72	75.67	0.00	0.0823	15.38	676.5	350.40	0.0175	103.1	1.856	2.35	-15.92	1.43
	26.08	-65.72	75.70	0.00	0.0828	15.74	692.5	358.55	0.0177	105.2	1.893	2.40	-15.69	1.43
	27.02	-65.72	75.70	0.00	0.0820	15.73	692.0	358.29	0.0177	105.1	1.892	2.39	-15.70	1.43
	28.08	-66.19	75.67	0.00	0.0792	14.96	658.2	340.14	0.0175	103.0	1.855	2.34	-15.96	1.43
	29.02	-65.72	75.70	0.00	0.0795	15.09	664.1	343.86	0.0175	103.6	1.864	2.36	-15.87	1.43
	30.08	-65.72	75.67	0.00	0.0753	14.16	623.0	322.69	0.0170	100.5	1.809	2.29	-16.23	1.43
	31.02	-65.72	75.67	0.00	0.0749	13.78	606.4	314.08	0.0171	100.6	1.810	2.29	-16.22	1.43
	32.02	-65.72	75.67	0.00	0.0736	13.48	593.0	307.13	0.0168	98.8	1.779	2.25	-16.43	1.43
	33.02	-66.19	75.65	0.00	0.0757	14.17	623.6	322.36	0.0170	100.1	1.803	2.28	-16.30	1.43
	34.02	-65.72	75.70	0.00	0.0770	14.07	619.2	320.59	0.0171	99.8	1.796	2.27	-16.32	1.43
	35.00	-65.72	75.67	0.00	0.0735	14.41	633.8	328.30	0.0168	100.7	1.812	2.29	-16.21	1.43
	36.02	-65.72	75.65	0.00	0.0731	13.39	589.3	305.36	0.0168	98.7	1.776	2.25	-16.45	1.43
