"","site","season","date","plot","tstart","tfinish","time","camb","tav","pav","nee_lm","nee_exp","LM rsqd","non-linear sigma","aic_lm","aic_nlm"
"1","almont","peak","06172020","1","35","80","nightresp","307.550639363043","-65.6692222222222","75.6602222222222","-18.8993778415193","-7.77358843569753","0.936506684043576","2.9190706682574","149.047217747706","228.072538274482"
"2","almont","peak","06172020","2","25","80","nightresp","317.448407451326","-65.6592222222222","75.681","-0.675027254145711","-0.31798460145703","0.274120210960443","0.337572069821788","34.221514993364","40.5885810722304"
"3","almont","peak","06172020","3","10","80","nightresp","305.329250208179","-65.6743333333333","75.7097777777778","-0.194053908611318","-0.156465666202216","0.0368893043825176","0.364219992030644","60.8870743581412","61.222656240216"
"4","almont","peak","06172020","4","25","80","nightresp","307.465094123202","-65.6846666666667","75.7367777777778","-5.59913865558663","-3.4922638909525","0.936087920215376","0.749048444030556","66.224960940085","126.000608993005"
"5","almont","peak","06172020","5","10","80","nightresp","307.589161580718","-65.7005555555556","75.7427777777778","0.139096229720257","-9.08155097452749","0.0173275396108877","0.365024554924955","68.6033882641489","61.531575522167"
