Jun 12 2020 at 10:53:23
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	0.86	-65.72	76.56	0.00	0.0696	12.59	554.1	283.67	0.0301	194.6	3.502	4.38	-8.03	1.75
	1.86	-65.73	76.58	0.00	0.0695	12.58	553.4	283.21	0.0303	195.9	3.527	4.41	-7.94	1.75
	2.86	-65.71	76.58	0.00	0.0695	12.56	552.8	282.95	0.0307	200.2	3.604	4.51	-7.66	1.75
	3.86	-65.26	76.58	0.00	0.0696	12.59	554.1	284.21	0.0308	198.8	3.578	4.49	-7.73	1.75
	4.86	-65.26	76.58	0.00	0.0694	12.56	552.6	283.45	0.0315	202.9	3.652	4.58	-7.47	1.75
	5.86	-65.26	76.64	0.00	0.0694	12.57	553.1	283.51	0.0312	201.9	3.635	4.55	-7.53	1.75
	6.86	-65.26	76.58	0.00	0.0695	12.57	553.2	283.75	0.0311	203.0	3.655	4.58	-7.46	1.75
	7.94	-65.72	76.58	0.00	0.0695	12.57	553.3	283.17	0.0313	203.3	3.660	4.58	-7.47	1.75
	8.86	-65.26	76.64	0.00	0.0694	12.55	552.3	283.10	0.0316	207.4	3.733	4.68	-7.18	1.75
	9.94	-65.26	76.58	0.00	0.0694	12.56	552.7	283.52	0.0318	206.6	3.719	4.66	-7.23	1.75
	10.86	-65.71	76.61	0.00	0.0693	12.53	551.5	282.15	0.0327	211.3	3.803	4.76	-6.97	1.75
	11.88	-64.82	76.58	0.00	0.0693	12.56	552.6	284.04	0.0322	209.1	3.764	4.73	-7.05	1.75
	12.86	-65.72	76.56	0.00	0.0694	12.54	551.8	282.51	0.0324	211.0	3.799	4.75	-6.98	1.75
	13.88	-65.71	76.58	0.00	0.0693	12.53	551.1	282.09	0.0327	214.4	3.859	4.83	-6.78	1.75
	14.86	-66.19	76.58	0.00	0.0691	12.51	550.7	281.18	0.0336	216.6	3.898	4.87	-6.68	1.75
	15.88	-65.72	76.58	0.00	0.0693	12.52	550.9	281.95	0.0327	217.7	3.919	4.90	-6.58	1.75
	16.86	-65.72	76.58	0.00	0.0692	12.53	551.2	282.11	0.0330	216.6	3.898	4.88	-6.65	1.75
	17.88	-65.26	76.58	0.00	0.0693	12.52	550.7	282.47	0.0331	218.6	3.935	4.93	-6.50	1.75
	18.86	-65.26	76.58	0.00	0.0692	12.51	550.5	282.38	0.0335	221.5	3.988	5.00	-6.32	1.75
	19.88	-65.72	76.58	0.00	0.0692	12.50	550.1	281.57	0.0338	223.2	4.018	5.03	-6.25	1.75
	20.86	-65.26	76.58	0.00	0.0691	12.49	549.6	281.91	0.0338	224.8	4.046	5.07	-6.13	1.75
	21.86	-65.72	76.58	0.00	0.0692	12.50	549.9	281.43	0.0339	224.4	4.040	5.05	-6.18	1.75
	22.86	-65.26	76.61	0.00	0.0691	12.49	549.7	281.88	0.0342	226.3	4.073	5.10	-6.05	1.75
	23.86	-65.72	76.61	0.00	0.0692	12.49	549.8	281.28	0.0341	227.1	4.088	5.11	-6.03	1.75
	24.86	-65.72	76.56	0.00	0.0692	12.49	549.7	281.44	0.0344	228.6	4.115	5.15	-5.94	1.75
	25.86	-65.26	76.58	0.00	0.0691	12.48	549.1	281.65	0.0349	232.4	4.183	5.24	-5.70	1.75
	26.86	-65.72	76.64	0.00	0.0691	12.48	549.3	280.93	0.0349	232.9	4.192	5.24	-5.70	1.75
	27.86	-65.72	76.61	0.00	0.0691	12.47	548.6	280.66	0.0353	238.8	4.299	5.38	-5.37	1.75
	28.86	-65.26	76.61	0.00	0.0690	12.46	548.1	281.03	0.0356	240.0	4.320	5.41	-5.27	1.75
	29.86	-65.72	76.58	0.00	0.0691	12.48	549.0	280.99	0.0353	236.6	4.259	5.33	-5.49	1.75
	30.86	-65.72	76.58	0.00	0.0690	12.47	548.5	280.74	0.0358	240.1	4.322	5.41	-5.30	1.75
	31.86	-65.26	76.58	0.00	0.0690	12.48	549.1	281.67	0.0359	239.7	4.314	5.41	-5.29	1.75
	32.86	-65.72	76.61	0.00	0.0691	12.48	549.1	280.92	0.0359	240.6	4.331	5.42	-5.27	1.75
	33.86	-65.26	76.64	0.00	0.0691	12.48	549.0	281.39	0.0363	243.8	4.389	5.50	-5.06	1.75
	34.86	-65.72	76.61	0.00	0.0691	12.47	548.9	280.81	0.0365	244.8	4.406	5.51	-5.04	1.75
	35.86	-65.72	76.58	0.00	0.0690	12.46	548.4	280.69	0.0370	250.7	4.513	5.65	-4.73	1.75
	36.94	-65.72	76.61	0.00	0.0690	12.46	548.4	280.56	0.0368	249.7	4.495	5.62	-4.78	1.75
	37.86	-65.72	76.56	0.00	0.0690	12.46	548.4	280.76	0.0371	250.1	4.502	5.63	-4.76	1.75
	38.94	-65.72	76.61	0.00	0.0690	12.46	548.1	280.44	0.0374	252.8	4.550	5.69	-4.62	1.75
	39.86	-65.72	76.58	0.00	0.0690	12.43	546.9	279.89	0.0377	262.0	4.715	5.90	-4.14	1.75
	40.94	-65.72	76.58	0.00	0.0690	12.46	548.1	280.52	0.0374	253.3	4.560	5.71	-4.59	1.75
	41.86	-65.72	76.58	0.00	0.0689	12.45	547.8	280.35	0.0382	258.7	4.657	5.83	-4.31	1.76
	42.88	-65.72	76.58	0.00	0.0689	12.43	547.1	280.01	0.0384	261.5	4.707	5.89	-4.17	1.75
	43.86	-65.72	76.58	0.00	0.0689	12.44	547.6	280.25	0.0379	257.4	4.633	5.80	-4.38	1.75
	44.88	-65.72	76.58	0.00	0.0688	12.43	547.0	279.95	0.0388	260.2	4.684	5.86	-4.23	1.75
	45.86	-65.72	76.58	0.00	0.0689	12.44	547.4	280.16	0.0380	259.0	4.662	5.83	-4.29	1.75
	46.88	-65.26	76.58	0.00	0.0689	12.43	546.8	280.45	0.0386	265.4	4.777	5.99	-3.94	1.75
	47.86	-65.72	76.61	0.00	0.0688	12.42	546.7	279.70	0.0391	264.2	4.755	5.95	-4.03	1.75
	48.88	-65.72	76.58	0.00	0.0689	12.42	546.6	279.77	0.0386	262.6	4.727	5.91	-4.11	1.75
	49.86	-65.72	76.58	0.00	0.0688	12.42	546.7	279.80	0.0386	263.4	4.742	5.93	-4.07	1.75
	50.88	-65.72	76.58	0.00	0.0688	12.41	545.8	279.36	0.0390	269.3	4.847	6.06	-3.78	1.75
	51.86	-65.72	76.61	0.00	0.0687	12.41	546.1	279.38	0.0392	268.9	4.840	6.05	-3.80	1.75
	52.88	-65.26	76.61	0.00	0.0688	12.39	545.1	279.53	0.0389	271.6	4.888	6.13	-3.63	1.76
	53.86	-65.72	76.61	0.00	0.0687	12.41	545.8	279.27	0.0393	269.1	4.844	6.06	-3.79	1.75
