Jun 12 2020 at 11:20:32
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	0.23	-65.72	76.58	0.00	0.0699	12.68	557.8	285.48	0.0226	137.1	2.468	3.09	-12.45	1.79
	1.25	-65.72	76.56	0.00	0.0698	12.67	557.5	285.41	0.0224	137.0	2.467	3.09	-12.46	1.79
	2.23	-65.72	76.58	0.00	0.0698	12.65	556.8	284.96	0.0226	138.8	2.498	3.13	-12.30	1.79
	3.25	-65.72	76.56	0.00	0.0698	12.65	556.5	284.91	0.0227	140.0	2.520	3.15	-12.19	1.79
	4.23	-65.72	76.56	0.00	0.0698	12.64	556.0	284.68	0.0230	141.3	2.544	3.18	-12.08	1.79
	5.25	-65.72	76.58	0.00	0.0698	12.65	556.7	284.91	0.0230	140.6	2.530	3.17	-12.14	1.79
	6.23	-65.72	76.56	0.00	0.0698	12.62	555.3	284.28	0.0232	143.0	2.575	3.22	-11.93	1.79
	7.25	-65.72	76.56	0.00	0.0697	12.62	555.3	284.29	0.0233	143.5	2.583	3.23	-11.89	1.79
	8.23	-65.72	76.56	0.00	0.0697	12.63	555.9	284.61	0.0230	141.2	2.541	3.18	-12.09	1.79
	9.25	-65.26	76.56	0.00	0.0698	12.64	556.0	285.27	0.0232	142.2	2.560	3.21	-11.97	1.79
	10.23	-65.72	76.58	0.00	0.0697	12.62	555.2	284.17	0.0234	144.7	2.604	3.26	-11.78	1.79
	11.25	-65.26	76.58	0.00	0.0696	12.62	555.2	284.79	0.0236	144.8	2.607	3.27	-11.74	1.79
	12.23	-65.26	76.58	0.00	0.0697	12.63	555.6	285.00	0.0236	145.3	2.616	3.28	-11.70	1.79
	13.25	-65.72	76.56	0.00	0.0696	12.61	554.9	284.07	0.0240	147.2	2.650	3.32	-11.57	1.79
	14.23	-65.26	76.58	0.00	0.0696	12.61	554.7	284.53	0.0242	148.4	2.671	3.35	-11.44	1.79
	15.25	-65.72	76.58	0.00	0.0696	12.60	554.2	283.64	0.0242	149.7	2.695	3.37	-11.36	1.79
	16.23	-65.72	76.56	0.00	0.0696	12.61	554.7	284.01	0.0242	150.5	2.708	3.39	-11.30	1.79
	17.25	-65.72	76.58	0.00	0.0696	12.59	554.0	283.53	0.0244	152.0	2.736	3.42	-11.17	1.79
	18.23	-65.72	76.58	0.00	0.0696	12.59	554.1	283.60	0.0247	153.4	2.760	3.45	-11.06	1.79
	19.25	-65.72	76.56	0.00	0.0695	12.59	553.9	283.56	0.0248	153.9	2.770	3.47	-11.01	1.79
	20.23	-65.72	76.58	0.00	0.0695	12.57	553.0	283.04	0.0249	155.1	2.793	3.49	-10.91	1.79
	21.23	-65.71	76.61	0.00	0.0695	12.58	553.5	283.21	0.0251	156.9	2.824	3.53	-10.77	1.79
	22.31	-65.26	76.56	0.00	0.0695	12.58	553.3	283.92	0.0249	153.9	2.770	3.47	-10.98	1.79
	23.23	-65.26	76.56	0.00	0.0695	12.57	553.2	283.85	0.0252	158.3	2.850	3.57	-10.63	1.79
	24.31	-65.26	76.58	0.00	0.0694	12.57	553.3	283.79	0.0256	158.4	2.851	3.58	-10.62	1.79
	25.23	-65.26	76.56	0.00	0.0694	12.56	552.6	283.56	0.0257	160.0	2.880	3.61	-10.49	1.79
	26.31	-65.72	76.58	0.00	0.0695	12.58	553.6	283.32	0.0257	159.5	2.870	3.59	-10.57	1.79
	27.23	-65.26	76.58	0.00	0.0694	12.57	553.3	283.79	0.0257	160.2	2.883	3.61	-10.48	1.79
	28.31	-65.72	76.58	0.00	0.0694	12.56	552.6	282.81	0.0257	161.5	2.908	3.64	-10.40	1.79
	29.23	-65.72	76.58	0.00	0.0694	12.57	552.9	282.98	0.0260	162.6	2.926	3.66	-10.32	1.79
	30.25	-65.72	76.56	0.00	0.0694	12.56	552.5	282.87	0.0263	165.5	2.980	3.73	-10.09	1.79
	31.23	-65.72	76.56	0.00	0.0694	12.55	552.4	282.81	0.0265	167.0	3.006	3.76	-9.99	1.79
	32.25	-65.72	76.58	0.00	0.0694	12.55	552.3	282.68	0.0266	167.4	3.013	3.77	-9.95	1.79
	33.23	-65.72	76.58	0.00	0.0694	12.55	552.4	282.71	0.0268	168.7	3.036	3.80	-9.86	1.79
	34.25	-65.72	76.56	0.00	0.0694	12.55	552.2	282.73	0.0268	170.3	3.066	3.84	-9.73	1.79
	35.23	-65.72	76.56	0.00	0.0693	12.53	551.5	282.35	0.0273	173.3	3.119	3.90	-9.51	1.79
	36.25	-65.72	76.58	0.00	0.0694	12.54	551.9	282.46	0.0273	172.9	3.113	3.89	-9.54	1.79
	37.25	-65.72	76.56	0.00	0.0694	12.54	551.7	282.46	0.0275	173.6	3.125	3.91	-9.49	1.79
	38.25	-65.72	76.56	0.00	0.0693	12.54	551.6	282.39	0.0275	173.7	3.126	3.91	-9.49	1.79
	39.23	-65.27	76.53	0.00	0.0693	12.53	551.4	283.01	0.0278	178.8	3.219	4.04	-9.09	1.79
	40.25	-65.26	76.58	0.00	0.0693	12.52	551.1	282.67	0.0281	178.4	3.211	4.03	-9.12	1.79
	41.23	-65.72	76.56	0.00	0.0693	12.53	551.5	282.36	0.0281	178.2	3.208	4.01	-9.16	1.79
	42.25	-65.25	76.58	0.00	0.0693	12.53	551.4	282.83	0.0284	180.7	3.252	4.08	-8.95	1.79
	43.23	-65.26	76.58	0.00	0.0692	12.51	550.6	282.43	0.0285	181.4	3.266	4.09	-8.90	1.79
	44.25	-65.72	76.56	0.00	0.0693	12.52	551.0	282.11	0.0286	181.4	3.266	4.09	-8.93	1.79
	45.23	-65.72	76.58	0.00	0.0692	12.51	550.6	281.79	0.0287	182.9	3.292	4.12	-8.83	1.79
	46.25	-66.19	76.58	0.00	0.0692	12.50	550.0	280.85	0.0289	184.7	3.325	4.15	-8.73	1.79
	47.23	-65.72	76.58	0.00	0.0692	12.49	549.4	281.19	0.0288	185.8	3.345	4.18	-8.62	1.79
	48.25	-65.72	76.58	0.00	0.0692	12.51	550.6	281.80	0.0287	184.3	3.318	4.15	-8.73	1.79
