Jun 12 2020 at 10:35:28
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	0.00	-65.27	76.58	0.00	0.0690	12.47	548.5	281.35	0.0300	192.2	3.459	4.34	-8.17	1.73
	0.00	-65.72	76.61	0.00	0.0691	12.47	548.7	280.71	0.0298	192.3	3.461	4.33	-8.19	1.73
	0.05	-65.72	76.64	0.00	0.0690	12.47	548.5	280.55	0.0298	192.1	3.457	4.32	-8.20	1.73
	1.03	-65.71	76.66	0.00	0.0689	12.41	546.0	279.14	0.0303	197.6	3.558	4.45	-7.83	1.73
	2.05	-65.26	76.66	0.00	0.0690	12.47	548.8	281.20	0.0299	192.6	3.466	4.34	-8.14	1.73
	3.03	-65.72	76.61	0.00	0.0689	12.42	546.6	279.63	0.0304	196.2	3.532	4.42	-7.92	1.73
	4.05	-65.72	76.64	0.00	0.0690	12.47	548.7	280.61	0.0299	192.5	3.466	4.33	-8.17	1.73
	5.03	-65.72	76.61	0.00	0.0690	12.46	548.3	280.54	0.0299	192.6	3.466	4.34	-8.17	1.73
	6.05	-65.72	76.61	0.00	0.0690	12.47	548.5	280.64	0.0299	194.0	3.492	4.37	-8.07	1.73
	7.03	-65.72	76.64	0.00	0.0689	12.44	547.3	279.90	0.0304	196.4	3.534	4.42	-7.92	1.73
	8.05	-66.19	76.64	0.00	0.0691	12.48	549.0	280.13	0.0302	194.1	3.494	4.36	-8.09	1.73
	9.03	-65.72	76.64	0.00	0.0691	12.47	548.8	280.67	0.0301	194.3	3.498	4.37	-8.05	1.73
	10.05	-65.71	76.64	0.00	0.0690	12.46	548.3	280.42	0.0302	195.1	3.512	4.39	-8.00	1.73
	11.03	-65.72	76.64	0.00	0.0690	12.46	548.4	280.49	0.0303	196.5	3.537	4.42	-7.91	1.73
	12.05	-65.72	76.61	0.00	0.0689	12.44	547.4	280.05	0.0307	198.5	3.572	4.47	-7.78	1.73
	13.03	-65.72	76.61	0.00	0.0688	12.43	546.8	279.74	0.0309	199.3	3.588	4.49	-7.72	1.73
	14.05	-65.72	76.64	0.00	0.0690	12.46	548.4	280.46	0.0307	197.7	3.559	4.45	-7.83	1.73
	15.03	-65.26	76.64	0.00	0.0690	12.46	548.2	281.01	0.0307	198.8	3.578	4.48	-7.73	1.73
	16.05	-65.71	76.64	0.00	0.0690	12.47	548.6	280.57	0.0306	198.1	3.566	4.46	-7.80	1.73
	17.03	-65.72	76.64	0.00	0.0691	12.46	548.3	280.45	0.0307	198.7	3.577	4.47	-7.76	1.73
	18.05	-64.82	76.63	0.00	0.0688	12.45	547.7	281.34	0.0314	201.2	3.621	4.55	-7.55	1.73
	19.03	-65.72	76.64	0.00	0.0690	12.46	548.0	280.29	0.0309	200.2	3.604	4.51	-7.66	1.73
	20.03	-65.72	76.64	0.00	0.0689	12.46	548.2	280.36	0.0309	200.3	3.605	4.51	-7.66	1.73
	21.03	-65.72	76.64	0.00	0.0689	12.45	547.8	280.16	0.0311	201.6	3.629	4.54	-7.58	1.73
	22.03	-65.72	76.61	0.00	0.0690	12.43	546.8	279.78	0.0311	205.2	3.694	4.62	-7.34	1.74
	23.05	-65.72	76.61	0.00	0.0688	12.43	546.8	279.75	0.0314	203.3	3.659	4.58	-7.47	1.73
	24.03	-65.26	76.64	0.00	0.0689	12.43	547.1	280.43	0.0313	204.7	3.685	4.62	-7.35	1.73
	25.05	-65.26	76.66	0.00	0.0689	12.44	547.2	280.41	0.0314	205.0	3.690	4.62	-7.33	1.73
	26.03	-65.72	76.64	0.00	0.0690	12.45	547.7	280.10	0.0313	203.7	3.667	4.58	-7.44	1.73
	27.05	-65.26	76.64	0.00	0.0690	12.45	547.7	280.77	0.0313	203.5	3.662	4.59	-7.43	1.73
	28.03	-65.72	76.64	0.00	0.0690	12.46	548.1	280.33	0.0314	204.4	3.680	4.60	-7.40	1.74
	29.05	-65.72	76.64	0.00	0.0689	12.44	547.3	279.94	0.0316	205.9	3.707	4.63	-7.30	1.73
	30.03	-65.72	76.64	0.00	0.0690	12.44	547.5	280.01	0.0316	205.4	3.698	4.62	-7.33	1.74
	31.05	-65.72	76.64	0.00	0.0689	12.42	546.3	279.42	0.0319	208.4	3.752	4.69	-7.14	1.73
	32.03	-65.72	76.66	0.00	0.0689	12.44	547.5	279.91	0.0318	207.7	3.739	4.67	-7.19	1.73
	33.05	-65.72	76.64	0.00	0.0689	12.43	546.8	279.65	0.0319	207.5	3.734	4.67	-7.21	1.74
	34.03	-65.72	76.64	0.00	0.0689	12.44	547.4	279.97	0.0319	208.7	3.756	4.70	-7.13	1.74
	35.05	-65.72	76.64	0.00	0.0689	12.42	546.7	279.61	0.0322	210.0	3.779	4.73	-7.05	1.73
	36.03	-65.72	76.66	0.00	0.0689	12.44	547.2	279.78	0.0321	210.0	3.781	4.73	-7.04	1.74
	37.05	-65.72	76.64	0.00	0.0689	12.43	547.1	279.82	0.0322	210.3	3.785	4.73	-7.03	1.74
	38.03	-65.26	76.64	0.00	0.0689	12.44	547.5	280.63	0.0323	210.7	3.792	4.75	-6.98	1.74
	39.05	-65.72	76.64	0.00	0.0689	12.44	547.3	279.90	0.0323	210.6	3.790	4.74	-7.01	1.74
	40.03	-65.71	76.66	0.00	0.0690	12.44	547.2	279.76	0.0324	212.3	3.822	4.78	-6.90	1.74
	41.05	-65.26	76.64	0.00	0.0689	12.42	546.6	280.18	0.0327	213.3	3.839	4.81	-6.82	1.73
