Jun 12 2020 at 10:41:19
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	0.08	-65.71	76.66	0.00	0.0695	12.58	553.5	283.00	0.0267	168.7	3.037	3.80	-9.85	1.76
	1.08	-65.72	76.61	0.00	0.0694	12.58	553.3	283.10	0.0268	168.7	3.036	3.80	-9.86	1.76
	2.08	-65.72	76.61	0.00	0.0695	12.56	552.8	282.84	0.0268	169.1	3.045	3.81	-9.82	1.76
	3.08	-66.19	76.64	0.00	0.0695	12.57	553.0	282.20	0.0269	169.8	3.057	3.81	-9.80	1.76
	4.08	-65.26	76.61	0.00	0.0695	12.57	552.9	283.50	0.0269	169.9	3.059	3.83	-9.73	1.76
	5.08	-65.72	76.64	0.00	0.0695	12.57	553.0	282.84	0.0270	169.9	3.059	3.82	-9.76	1.76
	6.16	-65.72	76.64	0.00	0.0695	12.57	553.0	282.84	0.0269	170.1	3.062	3.83	-9.75	1.76
	7.08	-65.72	76.61	0.00	0.0695	12.56	552.7	282.75	0.0270	170.8	3.074	3.84	-9.70	1.76
	8.09	-65.72	76.61	0.00	0.0694	12.57	553.0	282.94	0.0270	170.7	3.072	3.84	-9.71	1.76
	9.08	-65.72	76.61	0.00	0.0694	12.57	553.1	282.97	0.0271	171.2	3.081	3.85	-9.67	1.76
	10.09	-65.26	76.61	0.00	0.0695	12.57	553.1	283.60	0.0271	171.2	3.081	3.86	-9.64	1.76
	11.08	-65.72	76.64	0.00	0.0694	12.56	552.7	282.70	0.0271	171.4	3.084	3.86	-9.66	1.76
	12.09	-65.72	76.64	0.00	0.0695	12.57	553.2	282.96	0.0273	171.1	3.080	3.85	-9.67	1.76
	13.08	-65.72	76.61	0.00	0.0695	12.57	552.9	282.88	0.0273	172.6	3.106	3.88	-9.57	1.76
	14.09	-65.72	76.64	0.00	0.0694	12.56	552.5	282.60	0.0272	172.6	3.107	3.89	-9.56	1.76
	15.08	-65.72	76.61	0.00	0.0694	12.56	552.4	282.64	0.0272	172.5	3.104	3.88	-9.58	1.76
	16.09	-65.72	76.64	0.00	0.0694	12.56	552.5	282.59	0.0273	173.3	3.120	3.90	-9.51	1.76
	17.08	-65.26	76.64	0.00	0.0694	12.55	552.4	283.14	0.0274	173.4	3.121	3.91	-9.48	1.76
	18.09	-65.72	76.64	0.00	0.0694	12.55	552.2	282.42	0.0273	173.4	3.122	3.90	-9.50	1.76
	19.08	-66.19	76.64	0.00	0.0694	12.55	552.4	281.88	0.0274	173.5	3.122	3.89	-9.53	1.76
	20.09	-65.72	76.64	0.00	0.0694	12.56	552.7	282.67	0.0275	174.2	3.136	3.92	-9.45	1.76
	21.08	-65.72	76.61	0.00	0.0694	12.56	552.4	282.65	0.0275	174.8	3.147	3.94	-9.40	1.76
	22.08	-65.72	76.64	0.00	0.0694	12.55	552.3	282.47	0.0276	174.7	3.145	3.93	-9.41	1.76
	23.08	-66.19	76.64	0.00	0.0694	12.55	552.1	281.72	0.0275	174.3	3.137	3.91	-9.47	1.76
	24.08	-65.26	76.64	0.00	0.0694	12.54	551.7	282.77	0.0275	174.2	3.136	3.93	-9.42	1.76
	25.08	-65.72	76.64	0.00	0.0694	12.55	552.2	282.42	0.0276	174.9	3.147	3.93	-9.40	1.76
	26.08	-66.19	76.64	0.00	0.0694	12.56	552.4	281.90	0.0277	175.2	3.153	3.93	-9.41	1.76
	27.08	-65.72	76.64	0.00	0.0694	12.56	552.6	282.64	0.0277	175.7	3.162	3.95	-9.34	1.76
	28.08	-65.72	76.66	0.00	0.0694	12.55	552.0	282.23	0.0277	175.1	3.153	3.94	-9.38	1.76
	29.09	-65.72	76.58	250.00	0.0694	12.54	551.6	282.32	0.0277	175.2	3.153	3.94	-9.38	1.76
	30.08	-65.26	76.64	0.00	0.0693	12.54	551.7	282.81	0.0277	175.1	3.152	3.95	-9.35	1.77
	31.08	-66.19	76.61	0.00	0.0694	12.55	552.3	281.95	0.0278	176.8	3.183	3.97	-9.29	1.76
	32.08	-65.72	76.61	0.00	0.0695	12.57	553.3	283.06	0.0279	177.5	3.194	4.00	-9.21	1.76
	33.16	-65.26	76.64	0.00	0.0693	12.54	551.8	282.86	0.0277	176.2	3.171	3.97	-9.28	1.76
	34.08	-66.19	76.61	0.00	0.0694	12.54	551.8	281.66	0.0278	176.1	3.169	3.95	-9.34	1.76
	35.16	-65.72	76.61	0.00	0.0694	12.55	552.2	282.51	0.0278	176.1	3.170	3.96	-9.31	1.77
	36.08	-65.72	76.64	0.00	0.0694	12.55	552.0	282.34	0.0277	176.0	3.168	3.96	-9.32	1.77
	37.09	-65.72	76.64	0.00	0.0694	12.55	552.4	282.52	0.0278	176.5	3.176	3.97	-9.28	1.76
	38.08	-65.72	76.58	0.00	0.0694	12.55	552.1	282.56	0.0278	176.6	3.179	3.98	-9.27	1.76
	39.09	-65.72	76.61	0.00	0.0694	12.55	552.2	282.54	0.0278	176.6	3.180	3.98	-9.27	1.77
	40.08	-65.72	76.61	0.00	0.0693	12.54	551.6	282.22	0.0278	175.9	3.166	3.96	-9.33	1.76
	41.09	-65.72	76.64	0.00	0.0694	12.55	552.1	282.39	0.0278	176.5	3.176	3.97	-9.28	1.77
	42.08	-65.72	76.61	0.00	0.0693	12.54	551.7	282.27	0.0278	176.3	3.174	3.97	-9.29	1.77
	43.09	-65.72	76.61	0.00	0.0693	12.54	551.9	282.35	0.0278	176.9	3.184	3.98	-9.25	1.77
