Jun 18 2020 at 11:23:46
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	0.36	-65.72	73.75	0.00	0.0674	12.21	537.4	285.65	0.0378	261.1	4.700	6.11	-4.19	1.61
	1.38	-65.73	73.75	0.00	0.0669	12.09	531.8	282.62	0.0426	309.1	5.563	7.23	-1.93	1.61
	2.36	-65.72	73.72	0.00	0.0671	12.14	534.1	283.98	0.0397	283.1	5.095	6.62	-3.11	1.61
	3.38	-65.26	73.75	0.00	0.0671	12.14	534.1	284.49	0.0402	283.9	5.110	6.65	-3.04	1.61
	4.36	-65.72	73.75	0.00	0.0669	12.11	532.8	283.20	0.0415	291.7	5.251	6.82	-2.71	1.61
	5.36	-65.72	73.75	0.00	0.0669	12.10	532.6	283.07	0.0420	294.8	5.307	6.90	-2.56	1.61
	6.36	-65.72	73.75	0.00	0.0668	12.09	532.0	282.78	0.0423	297.9	5.362	6.97	-2.42	1.61
	7.36	-65.72	73.75	0.00	0.0667	12.03	529.5	281.43	0.0434	312.6	5.626	7.31	-1.77	1.61
	8.44	-65.72	73.77	0.00	0.0667	12.07	531.3	282.27	0.0429	302.5	5.446	7.07	-2.21	1.61
	9.36	-65.72	73.77	0.00	0.0666	12.04	529.7	281.46	0.0437	311.5	5.607	7.28	-1.82	1.61
	10.38	-66.20	73.75	0.00	0.0663	11.97	526.5	279.19	0.0460	328.1	5.906	7.66	-1.14	1.61
	11.36	-65.72	73.77	0.00	0.0666	12.04	529.7	281.42	0.0445	315.6	5.681	7.38	-1.64	1.61
	12.38	-65.72	73.77	0.00	0.0664	12.00	527.9	280.50	0.0453	325.2	5.854	7.60	-1.23	1.61
	13.36	-65.72	73.77	0.00	0.0661	11.94	525.4	279.17	0.0467	337.0	6.066	7.88	-0.75	1.61
	14.38	-64.82	73.75	0.00	0.0659	11.88	522.9	279.10	0.0483	354.0	6.373	8.32	-0.01	1.61
	15.36	-65.72	73.80	0.00	0.0661	11.92	524.6	278.61	0.0471	346.1	6.230	8.09	-0.38	1.61
	16.38	-65.72	73.75	0.00	0.0661	11.87	522.4	277.63	0.0476	355.5	6.398	8.31	-0.01	1.61
	17.36	-65.72	73.77	0.00	0.0662	11.95	525.8	279.35	0.0480	354.5	6.381	8.29	-0.05	1.61
	18.38	-65.72	73.72	0.00	0.0659	11.85	521.4	277.23	0.0501	374.6	6.743	8.76	0.71	1.61
	19.36	-65.72	73.75	0.00	0.0660	11.90	523.4	278.18	0.0493	365.7	6.582	8.55	0.38	1.61
	20.38	-65.72	73.75	0.00	0.0660	11.92	524.4	278.70	0.0501	363.3	6.540	8.50	0.29	1.61
	21.36	-65.72	73.75	0.00	0.0660	11.87	522.5	277.69	0.0499	384.5	6.920	8.99	1.07	1.61
	22.38	-65.72	73.75	0.00	0.0660	11.88	522.9	277.90	0.0506	382.1	6.877	8.93	0.98	1.61
	23.36	-65.72	73.77	0.00	0.0660	11.91	524.0	278.42	0.0509	379.3	6.828	8.87	0.88	1.61
	24.38	-65.72	73.75	0.00	0.0660	11.90	523.8	278.36	0.0507	376.8	6.782	8.81	0.79	1.61
	25.44	-65.72	73.77	0.00	0.0660	11.89	523.3	278.06	0.0512	385.9	6.947	9.02	1.12	1.61
	26.36	-65.72	73.75	0.00	0.0660	11.89	523.4	278.17	0.0523	396.2	7.132	9.27	1.49	1.61
	27.38	-65.72	73.75	0.00	0.0660	11.90	523.6	278.28	0.0528	398.1	7.166	9.31	1.56	1.61
	28.36	-65.72	73.75	0.00	0.0660	11.90	523.4	278.21	0.0532	402.2	7.240	9.41	1.70	1.61
	29.38	-65.72	73.75	0.00	0.0660	11.90	523.4	278.18	0.0530	400.7	7.213	9.37	1.65	1.61
	30.36	-65.72	73.75	0.00	0.0661	11.90	523.5	278.22	0.0541	408.9	7.359	9.56	1.93	1.61
	31.38	-65.26	73.75	0.00	0.0660	11.91	524.0	279.11	0.0538	410.5	7.390	9.62	2.02	1.61
	32.36	-65.72	73.75	0.00	0.0661	11.91	523.9	278.42	0.0540	412.9	7.432	9.66	2.07	1.61
	33.38	-65.72	73.72	0.00	0.0661	11.91	524.1	278.63	0.0555	428.1	7.706	10.02	2.57	1.61
	34.36	-65.72	73.77	0.00	0.0661	11.91	524.2	278.51	0.0545	423.1	7.615	9.89	2.41	1.61
	35.38	-65.72	73.72	0.00	0.0661	11.91	524.0	278.62	0.0554	423.0	7.614	9.90	2.40	1.61
	36.36	-65.72	73.75	0.00	0.0661	11.92	524.5	278.78	0.0553	426.2	7.671	9.97	2.51	1.61
	37.38	-64.82	73.75	0.00	0.0662	11.93	525.1	280.31	0.0569	439.8	7.917	10.33	3.02	1.61
	38.36	-65.72	73.77	0.00	0.0662	11.94	525.4	279.16	0.0564	436.2	7.851	10.20	2.84	1.61
	39.38	-65.72	73.75	0.00	0.0663	11.95	525.7	279.39	0.0579	440.7	7.933	10.31	2.98	1.61
	40.36	-65.72	73.75	0.00	0.0668	11.97	526.6	279.91	0.0572	440.3	7.925	10.30	2.97	1.61
	41.38	-65.72	73.75	0.00	0.0664	11.97	526.6	279.89	0.0583	447.8	8.061	10.47	3.21	1.61
	42.36	-65.72	73.75	0.00	0.0665	12.04	529.9	281.64	0.0575	458.6	8.256	10.73	3.55	1.61
	43.38	-65.72	73.75	0.00	0.0665	12.01	528.5	280.88	0.0588	463.5	8.342	10.84	3.69	1.61
	44.44	-65.72	73.75	0.00	0.0665	12.00	527.9	280.60	0.0591	464.2	8.356	10.86	3.72	1.61
	45.36	-65.72	73.75	0.00	0.0666	12.04	529.7	281.56	0.0595	464.0	8.352	10.85	3.71	1.61
	46.38	-66.68	73.75	0.00	0.0668	12.10	532.6	281.74	0.0591	469.5	8.451	10.93	3.81	1.61
	47.38	-65.72	73.72	0.00	0.0667	12.02	529.0	281.25	0.0598	469.7	8.454	10.99	3.88	1.61
	48.38	-65.72	73.77	0.00	0.0665	11.99	527.4	280.20	0.0590	461.1	8.300	10.78	3.62	1.61
	49.36	-65.72	73.75	0.00	0.0665	12.01	528.3	280.78	0.0592	467.0	8.405	10.92	3.80	1.61
	50.38	-65.72	73.77	0.00	0.0665	12.00	528.2	280.63	0.0593	468.4	8.431	10.95	3.84	1.61
	51.36	-65.72	73.77	0.00	0.0667	12.03	529.5	281.35	0.0603	478.2	8.608	11.18	4.14	1.61
	52.38	-65.72	73.77	0.00	0.0666	12.03	529.5	281.35	0.0603	482.0	8.675	11.27	4.25	1.61
	53.36	-65.72	73.72	0.00	0.0666	12.02	529.1	281.31	0.0608	491.2	8.842	11.49	4.52	1.61
	54.38	-65.72	73.75	0.00	0.0666	12.04	529.6	281.47	0.0604	485.5	8.739	11.35	4.36	1.61
	55.36	-65.72	73.77	0.00	0.0667	12.04	529.9	281.56	0.0607	483.6	8.705	11.31	4.30	1.61
	56.38	-65.72	73.75	0.00	0.0669	12.14	534.0	283.83	0.0620	495.2	8.913	11.58	4.64	1.61
	57.36	-65.72	73.75	0.00	0.0666	12.04	529.8	281.56	0.0611	491.0	8.837	11.48	4.51	1.61
	58.38	-65.26	73.75	0.00	0.0670	12.11	532.9	283.87	0.0618	490.8	8.834	11.50	4.54	1.61
	59.36	-65.72	73.75	0.00	0.0671	12.13	533.9	283.75	0.0627	501.6	9.029	11.73	4.82	1.62
	60.38	-65.72	73.75	0.00	0.0667	12.07	531.1	282.27	0.0615	497.8	8.960	11.64	4.71	1.61
	61.44	-65.26	73.75	0.00	0.0667	12.10	532.6	283.70	0.0618	495.0	8.909	11.60	4.66	1.61
	62.38	-65.72	73.77	0.00	0.0668	12.08	531.5	282.40	0.0622	500.3	9.006	11.70	4.79	1.61
	63.38	-65.72	73.77	0.00	0.0668	12.09	531.8	282.58	0.0622	500.2	9.003	11.69	4.78	1.61
	64.36	-65.72	73.77	0.00	0.0671	12.16	535.0	284.22	0.0633	515.9	9.286	12.06	5.23	1.61
	65.38	-66.68	73.75	0.00	0.0672	12.15	534.5	282.74	0.0631	505.6	9.100	11.77	4.87	1.61
	66.36	-65.72	73.75	0.00	0.0670	12.14	534.4	284.01	0.0628	508.1	9.147	11.88	5.01	1.61
	67.38	-65.72	73.75	0.00	0.0669	12.11	532.8	283.17	0.0628	505.0	9.089	11.81	4.92	1.61
	68.36	-65.72	73.75	0.00	0.0674	12.14	534.1	283.89	0.0634	509.6	9.172	11.92	5.05	1.61
	69.38	-65.72	73.72	0.00	0.0675	12.16	535.1	284.48	0.0647	518.7	9.337	12.14	5.30	1.61
	70.36	-65.71	73.75	0.00	0.0671	12.18	536.1	284.95	0.0645	525.2	9.453	12.28	5.48	1.61
	71.38	-65.72	73.75	0.00	0.0670	12.13	533.6	283.61	0.0639	518.5	9.334	12.13	5.30	1.61
	72.36	-65.72	73.72	0.00	0.0672	12.16	535.1	284.52	0.0637	514.2	9.256	12.03	5.18	1.61
	73.38	-65.72	73.75	0.00	0.0671	12.17	535.6	284.66	0.0638	517.9	9.322	12.11	5.28	1.61
	74.36	-65.72	73.75	0.00	0.0672	12.17	535.3	284.53	0.0645	523.2	9.418	12.24	5.43	1.61
	75.45	-65.72	73.75	249.90	0.0672	12.17	535.6	284.64	0.0647	524.6	9.443	12.27	5.47	1.61
	76.36	-65.72	73.75	0.00	0.0673	12.18	535.8	284.77	0.0639	518.1	9.326	12.12	5.29	1.61
	77.38	-65.72	73.77	0.00	0.0672	12.18	535.9	284.72	0.0654	532.7	9.588	12.45	5.69	1.61
	78.36	-65.72	73.75	0.00	0.0673	12.24	538.6	286.28	0.0646	527.0	9.486	12.32	5.53	1.61
	79.38	-65.72	73.80	0.00	0.0676	12.24	538.7	286.11	0.0652	533.0	9.594	12.46	5.69	1.61
	80.44	-65.72	73.77	0.00	0.0674	12.21	537.4	285.54	0.0647	531.9	9.574	12.43	5.66	1.61
	81.38	-65.72	73.75	0.00	0.0676	12.23	537.9	285.91	0.0637	516.7	9.300	12.08	5.25	1.61
	82.38	-65.72	73.72	0.00	0.0673	12.19	536.5	285.24	0.0648	530.7	9.553	12.42	5.63	1.61
	83.38	-65.72	73.75	0.00	0.0673	12.21	537.1	285.44	0.0647	527.3	9.492	12.33	5.54	1.62
	84.38	-65.72	73.75	0.00	0.0673	12.19	536.4	285.12	0.0648	528.9	9.520	12.37	5.58	1.61
	85.38	-65.72	73.77	0.00	0.0674	12.22	537.8	285.76	0.0653	533.8	9.608	12.48	5.72	1.61
	86.38	-65.26	73.80	0.00	0.0674	12.22	537.7	286.21	0.0653	529.3	9.527	12.40	5.63	1.61
	87.36	-66.19	73.75	0.00	0.0676	12.27	540.0	286.35	0.0648	535.6	9.640	12.50	5.73	1.61
	88.38	-65.26	73.75	0.00	0.0674	12.24	538.6	286.89	0.0654	533.2	9.598	12.50	5.73	1.62
	89.36	-65.72	73.77	0.00	0.0675	12.25	538.8	286.28	0.0653	537.8	9.680	12.57	5.82	1.62
	90.38	-65.72	73.75	0.00	0.0678	12.28	540.2	287.14	0.0659	539.3	9.707	12.61	5.86	1.61
	91.36	-65.72	73.75	0.00	0.0679	12.32	542.3	288.22	0.0646	535.9	9.646	12.53	5.77	1.61
	92.38	-66.19	73.72	0.00	0.0677	12.25	539.1	285.99	0.0653	536.6	9.659	12.52	5.76	1.62
	93.36	-65.72	73.75	0.00	0.0676	12.26	539.6	286.77	0.0657	537.7	9.679	12.57	5.82	1.62
	94.38	-65.71	73.77	0.00	0.0676	12.27	540.0	286.90	0.0656	532.2	9.579	12.44	5.67	1.62
	95.36	-65.72	73.77	0.00	0.0677	12.27	540.1	286.95	0.0667	548.8	9.878	12.83	6.12	1.62
	96.38	-65.72	73.75	0.00	0.0677	12.28	540.4	287.22	0.0662	541.0	9.737	12.65	5.91	1.62
	97.36	-65.72	73.75	0.00	0.0676	12.28	540.4	287.20	0.0657	542.8	9.771	12.69	5.96	1.62
	98.38	-65.72	73.75	0.00	0.0677	12.28	540.3	287.19	0.0661	543.7	9.787	12.72	5.98	1.62
	99.44	-65.72	73.75	0.00	0.0677	12.28	540.5	287.27	0.0661	544.2	9.796	12.73	6.00	1.62
	100.38	-65.72	73.75	0.00	0.0679	12.30	541.3	287.69	0.0660	546.7	9.840	12.78	6.06	1.62
	101.38	-65.72	73.75	0.00	0.0679	12.34	542.8	288.49	0.0659	536.9	9.665	12.56	5.80	1.62
	102.38	-65.72	73.75	0.00	0.0678	12.31	541.7	287.91	0.0666	550.6	9.911	12.88	6.17	1.62
	103.38	-65.72	73.75	0.00	0.0677	12.30	541.0	287.56	0.0664	548.7	9.876	12.83	6.11	1.62
	104.36	-65.72	73.77	0.00	0.0679	12.32	542.2	288.07	0.0665	545.4	9.817	12.75	6.03	1.62
	105.38	-65.72	73.72	0.00	0.0679	12.34	542.9	288.66	0.0663	542.2	9.760	12.68	5.94	1.62
	106.36	-65.72	73.72	0.00	0.0681	12.34	542.9	288.63	0.0670	553.1	9.956	12.94	6.23	1.62
	107.38	-65.72	73.75	0.00	0.0679	12.33	542.6	288.41	0.0669	551.7	9.930	12.90	6.19	1.62
	108.36	-65.72	73.75	0.00	0.0679	12.36	543.7	288.95	0.0674	560.8	10.095	13.12	6.43	1.62
