Jun 18 2020 at 11:27:58
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	0.48	-65.72	73.75	0.00	0.0691	12.56	552.8	293.80	0.0259	177.1	3.188	4.14	-9.24	1.60
	1.49	-65.72	73.75	0.00	0.0694	12.69	558.6	296.88	0.0230	142.1	2.558	3.32	-12.01	1.60
	2.48	-65.26	73.75	0.00	0.0694	12.69	558.4	297.43	0.0231	142.3	2.561	3.33	-11.97	1.60
	3.48	-65.26	73.75	0.00	0.0693	12.68	557.9	297.16	0.0235	145.2	2.613	3.40	-11.72	1.60
	4.49	-65.72	73.75	0.00	0.0694	12.68	557.9	296.51	0.0232	143.5	2.583	3.36	-11.89	1.60
	5.49	-65.72	73.75	0.00	0.0693	12.67	557.5	296.30	0.0242	145.5	2.619	3.40	-11.71	1.60
	6.49	-65.72	73.77	0.00	0.0691	12.61	554.9	294.85	0.0257	162.2	2.920	3.79	-10.35	1.60
	7.49	-65.26	73.75	0.00	0.0691	12.63	555.9	296.09	0.0249	157.1	2.828	3.68	-10.73	1.60
	8.48	-65.72	73.77	0.00	0.0690	12.61	554.6	294.68	0.0260	164.2	2.956	3.84	-10.20	1.60
	9.48	-65.26	73.75	0.00	0.0689	12.58	553.6	294.89	0.0268	168.0	3.024	3.94	-9.88	1.60
	10.56	-65.72	73.77	0.00	0.0688	12.53	551.4	292.97	0.0285	186.1	3.350	4.35	-8.61	1.60
	11.48	-65.72	73.77	0.00	0.0687	12.55	552.3	293.43	0.0295	179.3	3.228	4.19	-9.08	1.60
	12.50	-65.72	73.77	0.00	0.0691	12.63	555.7	295.26	0.0262	162.3	2.922	3.80	-10.34	1.60
	13.48	-65.72	73.77	0.00	0.0691	12.59	554.2	294.44	0.0265	174.3	3.137	4.07	-9.44	1.60
	14.48	-65.72	73.75	0.00	0.0691	12.62	555.3	295.15	0.0267	164.0	2.953	3.84	-10.21	1.60
	15.48	-65.72	73.77	0.00	0.0692	12.65	556.6	295.70	0.0259	163.5	2.944	3.82	-10.25	1.60
	16.48	-65.72	73.75	0.00	0.0685	12.51	550.3	292.47	0.0318	203.4	3.661	4.76	-7.46	1.60
	17.48	-65.26	73.75	0.00	0.0690	12.62	555.3	295.81	0.0266	161.4	2.906	3.78	-10.38	1.60
	18.48	-65.72	73.75	0.00	0.0691	12.61	554.8	294.90	0.0269	169.8	3.056	3.97	-9.77	1.60
	19.48	-65.72	73.75	0.00	0.0690	12.62	555.4	295.18	0.0273	166.5	2.998	3.89	-10.02	1.60
	20.48	-65.26	73.75	0.00	0.0690	12.60	554.4	295.33	0.0290	185.4	3.337	4.34	-8.63	1.60
	21.48	-65.72	73.77	0.00	0.0689	12.59	553.8	294.25	0.0296	187.9	3.382	4.39	-8.48	1.60
	22.48	-65.72	73.77	0.00	0.0687	12.51	550.7	292.57	0.0316	208.7	3.757	4.88	-7.13	1.60
	23.48	-65.72	73.75	0.00	0.0685	12.49	549.6	292.10	0.0323	215.1	3.872	5.03	-6.73	1.60
	24.48	-65.72	73.75	0.00	0.0689	12.58	553.4	294.11	0.0285	179.4	3.229	4.19	-9.08	1.60
	25.48	-65.72	73.75	0.00	0.0689	12.56	552.7	293.78	0.0282	182.6	3.288	4.27	-8.85	1.60
	26.48	-65.72	73.75	0.00	0.0689	12.58	553.7	294.26	0.0276	174.6	3.143	4.08	-9.42	1.60
	27.48	-65.72	73.75	0.00	0.0688	12.55	552.3	293.55	0.0288	186.4	3.356	4.36	-8.58	1.60
	28.48	-65.72	73.77	0.00	0.0684	12.52	550.9	292.70	0.0330	194.4	3.500	4.55	-8.04	1.60
	29.56	-65.72	73.77	0.00	0.0689	12.53	551.2	292.84	0.0282	192.6	3.466	4.50	-8.17	1.60
	30.48	-65.72	73.72	0.00	0.0690	12.55	552.2	293.59	0.0271	182.5	3.286	4.27	-8.85	1.60
	31.50	-65.72	73.77	0.00	0.0690	12.60	554.3	294.48	0.0268	173.9	3.130	4.06	-9.47	1.60
	32.48	-65.72	73.75	0.00	0.0689	12.60	554.5	294.69	0.0280	170.0	3.059	3.97	-9.76	1.60
	33.50	-65.26	73.75	0.00	0.0687	12.50	550.0	292.95	0.0305	203.0	3.654	4.76	-7.46	1.60
