Jun 18 2020 at 11:18:52
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	47.78	-65.71	73.72	0.00	0.0683	12.44	547.4	291.07	0.0306	195.0	3.511	4.56	-8.00	1.61
	48.84	-65.72	73.75	0.00	0.0677	12.32	542.1	288.13	0.0346	226.4	4.075	5.29	-6.07	1.61
	49.78	-65.72	73.77	0.00	0.0680	12.43	547.1	290.67	0.0332	203.7	3.666	4.76	-7.45	1.60
	50.78	-65.72	73.72	0.00	0.0680	12.40	545.6	290.07	0.0331	215.2	3.873	5.03	-6.73	1.60
	51.78	-65.26	73.69	0.00	0.0685	12.54	551.6	294.02	0.0310	191.3	3.444	4.49	-8.22	1.60
	52.78	-65.72	73.75	0.00	0.0685	12.49	549.7	292.17	0.0294	185.1	3.332	4.33	-8.67	1.61
	53.78	-65.72	73.75	0.00	0.0689	12.44	547.1	290.81	0.0310	204.8	3.687	4.79	-7.37	1.61
	54.78	-65.72	73.75	0.00	0.0678	12.29	540.9	287.46	0.0340	230.2	4.144	5.38	-5.85	1.60
	55.78	-65.72	73.75	0.00	0.0684	12.32	542.1	288.14	0.0294	222.1	3.998	5.19	-6.32	1.60
	56.78	-65.72	73.75	0.00	0.0703	12.54	551.7	293.25	0.0282	176.3	3.174	4.12	-9.29	1.60
	57.78	-65.72	73.72	0.00	0.0684	12.33	542.4	288.39	0.0296	220.5	3.969	5.16	-6.41	1.60
	58.78	-65.26	73.72	0.00	0.0682	12.43	546.7	291.33	0.0308	196.9	3.544	4.62	-7.85	1.60
	59.78	-65.72	73.72	0.00	0.0676	12.32	542.2	288.28	0.0348	218.4	3.930	5.11	-6.54	1.60
	60.78	-66.19	73.72	0.00	0.0677	12.38	544.9	289.07	0.0335	204.6	3.682	4.77	-7.42	1.60
	61.77	-65.72	73.72	0.00	0.0682	12.42	546.4	290.49	0.0305	196.8	3.543	4.60	-7.89	1.60
	62.78	-65.72	73.72	0.00	0.0679	12.41	545.8	290.21	0.0326	199.3	3.587	4.66	-7.73	1.60
	63.77	-65.26	73.72	0.00	0.0679	12.24	538.4	286.89	0.0321	235.9	4.247	5.53	-5.50	1.60
	64.78	-65.26	73.77	0.00	0.0676	12.37	544.4	289.91	0.0337	201.5	3.627	4.72	-7.55	1.60
	65.84	-65.72	73.75	0.00	0.0686	12.43	546.9	290.68	0.0272	190.0	3.420	4.44	-8.34	1.60
	66.78	-66.19	73.75	0.00	0.0681	12.46	548.1	290.64	0.0307	183.8	3.309	4.29	-8.79	1.60
	67.78	-65.72	73.77	0.00	0.0679	12.43	546.8	290.51	0.0322	194.8	3.506	4.55	-8.02	1.60
	68.78	-65.72	73.75	0.00	0.0683	12.34	542.8	288.50	0.0313	213.2	3.837	4.98	-6.85	1.60
	69.78	-65.26	73.75	0.00	0.0679	12.37	544.5	290.03	0.0334	206.7	3.720	4.84	-7.23	1.60
	70.78	-65.72	73.72	0.00	0.0680	12.36	543.8	289.14	0.0320	214.9	3.868	5.03	-6.75	1.60
	71.78	-65.72	73.72	0.00	0.0675	12.31	541.4	287.87	0.0356	224.5	4.041	5.25	-6.18	1.60
	72.78	-65.72	73.69	0.00	0.0676	12.28	540.4	287.41	0.0351	235.5	4.238	5.51	-5.55	1.60
	73.78	-65.26	73.72	0.00	0.0676	12.29	540.7	288.12	0.0341	233.3	4.199	5.47	-5.65	1.60
	74.78	-65.72	73.72	0.00	0.0681	12.43	546.9	290.81	0.0317	191.7	3.450	4.48	-8.23	1.60
	75.78	-65.72	73.69	0.00	0.0687	12.44	547.4	291.16	0.0270	190.6	3.432	4.46	-8.30	1.60
	76.78	-65.71	73.72	0.00	0.0683	12.34	543.1	288.79	0.0299	214.0	3.852	5.01	-6.80	1.60
	77.78	-65.26	73.75	0.00	0.0680	12.38	544.7	290.16	0.0319	205.7	3.703	4.82	-7.29	1.60
	78.77	-65.72	73.75	0.00	0.0678	12.32	542.1	288.11	0.0332	221.5	3.986	5.18	-6.36	1.60
	79.78	-65.72	73.75	0.00	0.0681	12.28	540.4	287.24	0.0313	229.7	4.134	5.37	-5.88	1.60
	80.77	-65.72	73.75	0.00	0.0683	12.39	545.1	289.69	0.0300	203.3	3.659	4.75	-7.47	1.60
	81.78	-66.19	73.75	0.00	0.0681	12.26	539.2	285.94	0.0312	234.2	4.216	5.47	-5.65	1.60
