Jun 18 2020 at 11:35:52
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	0.19	-65.72	73.77	0.00	0.0680	12.40	545.4	289.77	0.0425	311.6	5.608	7.28	-1.81	1.58
	1.17	-65.72	73.77	0.00	0.0680	12.36	543.9	289.00	0.0427	302.9	5.452	7.08	-2.20	1.58
	2.19	-65.72	73.75	0.00	0.0681	12.39	545.2	289.78	0.0438	314.7	5.665	7.36	-1.68	1.57
	3.17	-65.72	73.75	0.00	0.0680	12.38	544.7	289.53	0.0433	312.7	5.629	7.31	-1.76	1.58
	4.19	-65.72	73.75	0.00	0.0681	12.38	544.6	289.47	0.0439	313.1	5.636	7.32	-1.75	1.57
	5.17	-65.26	73.80	0.00	0.0682	12.38	544.6	289.90	0.0448	314.6	5.663	7.37	-1.65	1.57
	6.17	-65.72	73.77	0.00	0.0681	12.40	545.5	289.85	0.0445	320.4	5.768	7.49	-1.43	1.58
	7.17	-65.72	73.75	0.00	0.0681	12.38	544.9	289.60	0.0444	317.4	5.713	7.42	-1.56	1.57
	8.17	-65.26	73.77	0.00	0.0681	12.40	545.4	290.41	0.0447	321.7	5.791	7.54	-1.35	1.57
	9.17	-65.72	73.77	0.00	0.0680	12.37	544.3	289.21	0.0442	316.5	5.697	7.40	-1.60	1.57
	10.17	-65.72	73.75	0.00	0.0681	12.37	544.4	289.33	0.0444	318.0	5.724	7.44	-1.54	1.57
	11.17	-65.72	73.77	0.00	0.0681	12.39	545.1	289.59	0.0448	323.6	5.826	7.57	-1.30	1.57
	12.17	-65.72	73.77	0.00	0.0681	12.38	544.9	289.52	0.0450	324.0	5.833	7.58	-1.28	1.58
	13.17	-65.72	73.77	0.00	0.0681	12.38	544.6	289.36	0.0450	325.0	5.849	7.60	-1.24	1.58
