Jun 23 2020 at 20:47:37
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	0.75	-65.72	74.03	0.00	0.0755	15.30	673.3	356.45	0.0363	254.4	4.580	5.93	-4.53	1.39
	1.74	-65.72	74.06	0.00	0.0753	14.14	622.3	329.35	0.0369	252.9	4.553	5.89	-4.61	1.39
	2.75	-65.26	74.06	0.00	0.0992	23.35	1027.5	545.04	0.0374	258.3	4.649	6.03	-4.30	1.39
	3.73	-65.72	74.03	0.00	0.0758	14.50	637.9	337.75	0.0363	249.3	4.488	5.81	-4.80	1.39
	4.75	-65.72	74.03	0.00	0.0765	17.53	771.5	408.44	0.0360	247.2	4.450	5.76	-4.91	1.39
	5.74	-65.72	74.06	0.00	0.0801	17.62	775.3	410.34	0.0362	254.3	4.578	5.92	-4.54	1.39
	6.75	-65.72	74.06	0.00	0.0792	14.48	637.2	337.22	0.0365	242.9	4.372	5.66	-5.14	1.39
	7.74	-65.26	74.06	0.00	0.0750	14.04	617.9	327.77	0.0352	236.5	4.257	5.52	-5.47	1.39
	8.75	-65.72	74.06	0.00	0.0745	13.91	612.1	323.97	0.0350	236.4	4.255	5.51	-5.50	1.39
	9.81	-65.72	74.03	0.00	0.0757	14.06	618.6	327.48	0.0366	242.8	4.370	5.66	-5.15	1.39
	10.75	-66.19	74.03	0.00	0.0761	14.38	632.9	334.33	0.0375	260.0	4.680	6.04	-4.27	1.39
	11.75	-65.72	74.03	0.00	0.0754	14.35	631.3	334.22	0.0363	254.6	4.582	5.93	-4.52	1.39
	12.73	-65.72	74.06	0.00	0.0761	14.09	620.0	328.11	0.0359	239.3	4.307	5.57	-5.34	1.39
	13.75	-65.72	74.03	0.00	0.0752	13.99	615.7	325.97	0.0354	238.0	4.283	5.54	-5.41	1.39
	14.73	-65.72	74.03	0.00	0.0752	14.06	618.8	327.64	0.0353	238.2	4.287	5.55	-5.40	1.39
	15.75	-65.72	74.06	0.00	0.0769	14.94	657.3	347.89	0.0357	243.0	4.374	5.66	-5.14	1.39
	16.73	-65.26	74.06	0.00	0.0755	14.34	631.0	334.67	0.0360	244.3	4.398	5.70	-5.04	1.39
	17.75	-65.72	74.06	0.00	0.0745	14.14	622.3	329.38	0.0356	242.3	4.362	5.64	-5.17	1.39
	18.73	-65.72	74.06	0.00	0.0806	14.89	654.9	346.64	0.0371	250.5	4.510	5.83	-4.73	1.39
	19.75	-65.72	74.06	0.00	0.0807	15.03	661.3	350.02	0.0370	247.0	4.446	5.75	-4.92	1.39
	20.81	-65.72	74.06	0.00	0.0787	15.10	664.3	351.57	0.0377	258.1	4.645	6.01	-4.34	1.39
	21.75	-65.72	74.06	0.00	0.0811	16.41	721.9	382.07	0.0368	249.8	4.496	5.82	-4.78	1.39
	22.75	-66.19	74.01	0.00	0.0777	14.74	648.7	342.77	0.0373	252.9	4.551	5.88	-4.64	1.39
	23.73	-65.72	74.06	0.00	0.0755	14.07	619.1	327.66	0.0364	245.8	4.425	5.72	-4.99	1.39
	24.75	-65.72	74.06	0.00	0.0780	14.87	654.4	346.33	0.0372	251.8	4.532	5.86	-4.67	1.39
	25.73	-65.72	74.03	0.00	0.0765	14.15	622.7	329.69	0.0361	242.9	4.372	5.66	-5.15	1.39
	26.75	-65.72	74.03	0.00	0.0768	14.69	646.2	342.10	0.0367	248.6	4.475	5.79	-4.84	1.39
	27.73	-65.26	74.06	0.00	0.0772	14.79	650.6	345.11	0.0365	250.0	4.499	5.83	-4.74	1.39
	28.75	-65.72	74.03	0.00	0.0811	15.44	679.2	359.59	0.0367	250.1	4.501	5.83	-4.76	1.39
	29.75	-65.72	74.03	0.00	0.0790	15.25	671.0	355.27	0.0368	251.5	4.526	5.86	-4.69	1.39
	30.75	-65.72	74.03	0.00	0.0767	14.65	644.4	341.17	0.0366	248.6	4.475	5.79	-4.84	1.39
	31.75	-65.72	74.03	0.00	0.0767	14.80	651.1	344.70	0.0372	253.3	4.559	5.90	-4.59	1.39
	32.73	-65.72	74.06	0.00	0.0823	16.75	737.0	390.05	0.0371	254.7	4.585	5.93	-4.52	1.39
	33.75	-65.72	74.06	0.00	0.0791	14.76	649.2	343.60	0.0371	248.9	4.480	5.80	-4.82	1.39
	34.73	-65.72	74.06	0.00	0.0773	14.56	640.5	339.01	0.0371	251.7	4.531	5.86	-4.67	1.39
	35.75	-65.72	74.06	0.00	0.0796	14.89	655.3	346.84	0.0369	251.5	4.527	5.86	-4.68	1.39
	36.73	-65.72	74.06	0.00	0.0766	14.71	647.4	342.65	0.0368	248.2	4.467	5.78	-4.86	1.39
	37.75	-65.72	74.06	0.00	0.0764	14.46	636.2	336.70	0.0361	248.6	4.474	5.79	-4.84	1.39
	38.73	-65.72	74.06	0.00	0.0758	14.18	623.7	330.10	0.0360	243.5	4.383	5.67	-5.11	1.39
	39.75	-65.72	74.06	0.00	0.0764	14.46	636.0	336.62	0.0369	253.3	4.559	5.90	-4.59	1.39
	40.81	-65.26	74.06	0.00	0.0767	14.33	630.6	334.50	0.0368	248.9	4.480	5.81	-4.79	1.39
	41.75	-65.72	74.03	0.00	0.0762	14.63	643.7	340.79	0.0364	248.6	4.474	5.79	-4.84	1.39
	42.75	-65.72	74.06	0.00	0.0774	14.56	640.6	339.03	0.0378	257.1	4.627	5.99	-4.39	1.39
	43.75	-65.26	74.06	0.00	0.0754	14.31	629.8	334.08	0.0365	253.1	4.555	5.91	-4.57	1.39
