Jun 23 2020 at 20:49:57
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	0.97	-65.71	74.06	0.00	0.0760	14.28	628.3	332.56	0.0376	256.7	4.620	5.98	-4.42	1.39
	1.89	-65.72	74.06	0.00	0.0761	14.29	628.6	332.66	0.0376	256.7	4.621	5.98	-4.41	1.39
	2.89	-65.72	74.08	0.00	0.0761	14.29	628.7	332.64	0.0376	256.9	4.624	5.98	-4.40	1.39
	3.89	-65.72	74.03	0.00	0.0761	14.31	629.7	333.37	0.0376	259.4	4.670	6.04	-4.27	1.39
	4.89	-65.72	74.06	0.00	0.0762	14.31	629.5	333.19	0.0377	258.8	4.658	6.03	-4.31	1.39
	5.89	-65.72	74.06	0.00	0.0762	14.32	630.0	333.42	0.0380	260.1	4.681	6.06	-4.24	1.39
	6.89	-65.72	74.06	0.00	0.0762	14.33	630.5	333.69	0.0380	261.1	4.700	6.08	-4.19	1.39
	7.89	-65.72	74.03	0.00	0.0762	14.33	630.6	333.86	0.0382	261.3	4.704	6.09	-4.18	1.39
	8.89	-65.26	74.03	0.00	0.0762	14.33	630.3	334.45	0.0382	261.6	4.709	6.11	-4.13	1.39
	9.89	-65.72	74.01	0.00	0.0762	14.32	630.1	333.74	0.0381	261.8	4.712	6.10	-4.15	1.39
	10.89	-65.26	74.06	0.00	0.0763	14.34	631.1	334.74	0.0382	263.3	4.740	6.15	-4.05	1.39
	11.97	-65.72	74.06	0.00	0.0763	14.36	631.7	334.32	0.0384	264.1	4.754	6.15	-4.04	1.39
	12.89	-65.72	74.01	0.00	0.0763	14.36	631.8	334.61	0.0384	264.3	4.758	6.16	-4.02	1.39
	13.89	-65.72	74.06	0.00	0.0764	14.36	631.8	334.36	0.0387	264.5	4.761	6.16	-4.02	1.39
	14.89	-65.72	74.06	0.00	0.0763	14.36	632.1	334.52	0.0386	265.2	4.773	6.17	-3.98	1.39
	15.89	-65.72	74.06	0.00	0.0764	14.37	632.2	334.62	0.0385	265.8	4.785	6.19	-3.95	1.39
	16.89	-65.72	74.06	0.00	0.0763	14.38	632.8	334.90	0.0387	266.5	4.797	6.21	-3.92	1.39
	17.89	-65.72	74.06	0.00	0.0764	14.38	632.6	334.81	0.0387	266.5	4.797	6.21	-3.92	1.39
	18.89	-65.72	74.08	0.00	0.0764	14.39	633.3	335.07	0.0388	267.6	4.817	6.23	-3.86	1.39
	19.89	-65.72	74.03	0.00	0.0765	14.40	633.4	335.35	0.0389	267.9	4.822	6.24	-3.84	1.39
	20.88	-65.72	74.08	0.00	0.0765	14.39	633.3	335.09	0.0389	268.3	4.830	6.25	-3.82	1.39
	21.89	-65.72	74.06	0.00	0.0764	14.39	633.1	335.06	0.0389	268.7	4.836	6.26	-3.81	1.39
	22.89	-65.72	74.06	0.00	0.0765	14.40	633.8	335.42	0.0390	269.5	4.850	6.28	-3.77	1.39
	23.89	-65.72	74.06	0.00	0.0765	14.41	634.0	335.55	0.0390	270.1	4.862	6.29	-3.73	1.39
	24.89	-65.72	74.06	0.00	0.0766	14.41	634.2	335.64	0.0391	270.4	4.868	6.30	-3.72	1.39
